suburb,state,latitude,longitude,assigned_region
Salisbury East Northbri Ave,SA,-34.7728,138.6634,Regional SA
Brahma Lodge,SA,-34.776,138.6531,Adelaide - North
Salisbury Park,SA,-34.7615,138.6703,Adelaide - North
Yatala Vale,SA,-34.7933,138.7402,Adelaide - North
Surrey Downs,SA,-34.7995,138.7115,Adelaide - North
Fairview Park,SA,-34.8,138.7286,Adelaide - North
Wynn Vale,SA,-34.7994,138.6871,Adelaide - North
Upper Hermitage,SA,-34.7964,138.7589,
Lower Hermitage,SA,-34.8125,138.7602,
Houghton,SA,-34.8287,138.7615,
Paracombe,SA,-34.8488,138.78,
Elwomple,SA,-35.2888,139.5467,South Australia - South East
Bayah,SA,-34.61,140.3042,Regional SA
Culburra,SA,-35.8134,139.9649,South Australia - South East
Ki Ki,SA,-35.5833,139.8,South Australia - South East
Cooke Plains,SA,-35.3797,139.5617,South Australia - South East
Coomandook,SA,-35.4735,139.6963,South Australia - South East
Yumali,SA,-35.5084,139.7578,South Australia - South East
Field,SA,-35.8224,139.6652,South Australia - South East
Coonalpyn,SA,-35.6942,139.8578,South Australia - South East
Deepwater,SA,-36.0037,139.9243,Regional SA
Colebatch,SA,-35.9572,139.733,South Australia - South East
Tintinara,SA,-35.8871,140.0565,South Australia - South East
Bunbury,SA,-36.1667,139.9833,Regional SA
Wirrega,SA,-36.2064,140.5831,South Australia - South East
Willalooka,SA,-36.3935,140.3081,South Australia - South East
Keith,SA,-36.0991,140.3531,South Australia - South East
Makin,SA,-35.9798,140.5169,South Australia - South East
Brimbago,SA,-36.1886,140.4896,South Australia - South East
Petherick,SA,-36.3573,140.1516,South Australia - South East
Mount Charles,SA,-36.1278,140.4299,South Australia - South East
Laffer,SA,-36.1782,140.1509,South Australia - South East
Mccallum,SA,-35.98,140.665,South Australia - South East
Sherwood,SA,-36.1278,140.4299,Regional SA
Shaugh,SA,-35.9335,140.8612,
Coombe,SA,-35.962,140.2192,South Australia - South East
Ngarkat,SA,-35.2825,140.4406,
Lameroo,SA,-35.329,140.5167,South Australia - South East
Smithville,SA,-35.2361,140.3645,Regional SA
Arno Bay,SA,-33.9,136.5667,
Wharminda,SA,-33.9538,136.2458,South Australia - Outback
Verran,SA,-33.9269,136.4062,South Australia - Outback
Hincks,SA,-33.9269,136.4062,South Australia - Outback
Tumby Bay,SA,-34.3773,136.1007,
Butler,SA,-34.1167,136.1,Regional SA
Cummins,SA,-34.264,135.726,South Australia - Outback
Cockaleechie,SA,-34.264,135.726,South Australia - Outback
Kings Park,SA,-34.9638,138.5909,Regional SA
Clarence Park,SA,-34.9642,138.5806,
Millswood,SA,-34.955,138.5889,Adelaide - Central and Hills
Wayville,SA,-34.9447,138.5913,
Goodwood,SA,-34.9509,138.5923,Regional SA
Hyde Park,SA,-34.9547,138.6011,Regional SA
Unley Bc,SA,-34.9569,138.6053,Regional SA
Unley,SA,-34.95,138.6,Adelaide - Central and Hills
Unley Dc,SA,-34.9569,138.6053,Regional SA
Unley Park,SA,-34.9639,138.6078,
Malvern,SA,-34.9592,138.6125,Regional SA
Kybunga,SA,-33.9316,138.5167,Barossa - Yorke - Mid North
Clare,SA,-33.8332,138.6106,Regional SA
Gillentown,SA,-33.878,138.6123,Barossa - Yorke - Mid North
Boconnoc Park,SA,-33.8706,138.6024,Barossa - Yorke - Mid North
Polish Hill River,SA,-33.8853,138.6713,Barossa - Yorke - Mid North
Penwortham,SA,-33.9232,138.6417,Barossa - Yorke - Mid North
Spring Farm,SA,-33.8706,138.6024,Regional SA
Spring Gully,SA,-33.8706,138.6024,Regional SA
Sevenhill,SA,-33.8896,138.6278,Barossa - Yorke - Mid North
Emu Flat,SA,-33.8706,138.6024,Regional SA
Hill River,SA,-33.8853,138.6713,Regional SA
Barinia,SA,-33.7679,138.6051,Barossa - Yorke - Mid North
Armagh,SA,-33.825,138.5748,Barossa - Yorke - Mid North
Benbournie,SA,-33.8072,138.5432,Barossa - Yorke - Mid North
Stanley Flat,SA,-33.787,138.6034,Barossa - Yorke - Mid North
Hoyleton,SA,-34.0333,138.55,Barossa - Yorke - Mid North
Blyth,SA,-33.8486,138.4893,Barossa - Yorke - Mid North
Long Plains,SA,-34.359,138.3783,Barossa - Yorke - Mid North
Wild Horse Plains,SA,-34.3601,138.2933,
Windsor,SA,-34.4219,138.3308,Regional SA
Middle Beach,SA,-34.5987,138.4432,
Calomba,SA,-34.3936,138.4194,Barossa - Yorke - Mid North
Lewiston,SA,-34.6045,138.5913,
Dublin,SA,-34.45,138.35,
Avon,SA,-34.2839,138.336,Regional SA
Two Wells,SA,-34.5933,138.5137,
Parham,SA,-34.4296,138.2601,
Lower Light,SA,-34.5326,138.437,
Thompson Beach,SA,-34.4846,138.2801,
Port Gawler,SA,-34.6417,138.4753,
Webb Beach,SA,-34.4442,138.262,
Redbanks,SA,-34.4833,138.5667,Barossa - Yorke - Mid North
Reeves Plains,SA,-34.5167,138.6,
Fischer,SA,-34.5012,138.6212,Barossa - Yorke - Mid North
Grace Plains,SA,-34.3741,138.4922,Barossa - Yorke - Mid North
Korunye,SA,-34.5124,138.5102,
Mallala,SA,-34.4374,138.5099,Barossa - Yorke - Mid North
Lochiel,SA,-33.9333,138.1667,Regional SA
Ninnes,SA,-33.9691,138.0237,Barossa - Yorke - Mid North
Bute,SA,-33.8656,138.0066,Barossa - Yorke - Mid North
North Adelaide,SA,-34.9073,138.5914,
North Adelaide Melbourne St,SA,-34.9073,138.5914,Regional SA
Coonawarra,SA,-37.2906,140.8344,
Koppamurra,SA,-36.9554,140.6979,
Laurie Park,SA,-36.9554,140.6979,Regional SA
The Gap,SA,-36.9554,140.6979,Regional SA
Joanna,SA,-37.1,140.8333,
Wrattonbully,SA,-37.1613,140.9361,
Moyhall,SA,-37.0159,140.6777,South Australia - South East
Padthaway,SA,-36.5963,140.4996,South Australia - South East
Lochaber,SA,-36.8333,140.5167,South Australia - South East
Bool Lagoon,SA,-37.1392,140.7218,South Australia - South East
Stewart Range,SA,-36.9554,140.6979,South Australia - South East
Marcollat,SA,-36.9554,140.6979,South Australia - South East
Spence,SA,-36.9554,140.6979,
Wild Dog Valley,SA,-36.9554,140.6979,Regional SA
Cadgee,SA,-36.9554,140.6979,Regional SA
Mount Light,SA,-36.9554,140.6979,South Australia - South East
Keppoch,SA,-36.7,140.5667,South Australia - South East
Naracoorte,SA,-36.9578,140.7383,South Australia - South East
Struan,SA,-37.0945,140.791,South Australia - South East
Woolumbool,SA,-36.781,140.3397,South Australia - South East
Conmurra,SA,-37.15,140.2833,South Australia - South East
Lucindale,SA,-36.9727,140.3701,South Australia - South East
Fox,SA,-37.2405,140.3539,South Australia - South East
Coles,SA,-37.0754,140.3027,South Australia - South East
Greenways,SA,-37.2327,140.1666,South Australia - South East
Nora Creina,SA,-37.3256,139.8523,
Bray,SA,-37.2447,139.8063,South Australia - South East
Robe,SA,-37.1639,139.7603,
O B Flat,SA,-37.8823,140.7058,South Australia - South East
Pelican Point,SA,-37.8823,140.7058,Regional SA
Blackfellows Caves,SA,-37.9467,140.4685,
Glencoe,SA,-37.7,140.6167,Regional SA
Carpenter Rocks,SA,-37.9102,140.3956,
Ob Flat,SA,-37.9005,140.7923,South Australia - South East
Eight Mile Creek,SA,-37.8823,140.7058,Regional SA
Compton,SA,-37.8151,140.6755,South Australia - South East
Moorak,SA,-37.8638,140.7426,South Australia - South East
Mil-Lel,SA,-37.76,140.8091,
Mingbool,SA,-37.8823,140.7058,
Allendale East,SA,-38.0037,140.7092,South Australia - South East
Yahl,SA,-37.8667,140.8,South Australia - South East
Nene Valley,SA,-37.9895,140.5204,
Glenburnie,SA,-37.8394,140.8588,
Burrungule,SA,-37.7809,140.574,South Australia - South East
Canunda,SA,-37.8823,140.7058,
Cape Douglas,SA,-38.013,140.5816,
Square Mile,SA,-37.8823,140.7058,South Australia - South East
Worrolong,SA,-37.8062,140.848,South Australia - South East
Dismal Swamp,SA,-37.8823,140.7058,South Australia - South East
Mount Gambier West,SA,-37.8823,140.7058,Regional SA
Wye,SA,-37.9964,140.8777,
Donovans,SA,-38.0111,140.9575,
Mil Lel,SA,-37.76,140.8091,Regional SA
Mount Gambier East,SA,-37.8823,140.7058,Regional SA
Caroline,SA,-37.8969,140.9214,
Wandilo,SA,-37.7259,140.7257,South Australia - South East
Suttontown,SA,-37.8823,140.7058,South Australia - South East
Mount Schank,SA,-37.9399,140.7241,South Australia - South East
Racecourse Bay,SA,-38.0549,140.7529,
Glencoe West,SA,-37.6667,140.5833,Regional SA
Kongorong,SA,-37.9,140.55,South Australia - South East
Port Macdonnell,SA,-38.0531,140.6996,
Caveton,SA,-37.9602,140.8244,South Australia - South East
Fulham Gardens,SA,-34.9148,138.5132,Adelaide - West
Fulham,SA,-34.9274,138.5137,Regional SA
West Beach,SA,-34.946,138.5093,Regional SA
Torrensville Plaza,SA,-34.9251,138.5681,Regional SA
Thebarton,SA,-34.9167,138.5667,
Torrensville,SA,-34.9205,138.5615,Adelaide - West
Mile End,SA,-34.9265,138.5703,
Mile End South,SA,-34.9369,138.5739,Adelaide - West
Brooklyn Park,SA,-34.9285,138.5363,Adelaide - West
Lockleys,SA,-34.9259,138.528,Adelaide - West
Underdale,SA,-34.918,138.547,Adelaide - West
Marleston Dc,SA,-34.9385,138.5597,Regional SA
Richmond,SA,-34.942,138.5632,Regional SA
Hilton Plaza,SA,-34.9385,138.5597,Regional SA
Cowandilla,SA,-34.9322,138.5593,Adelaide - West
Hilton,SA,-34.932,138.5643,Regional SA
Marleston,SA,-34.9476,138.5596,Adelaide - West
West Richmond,SA,-34.9387,138.5521,Adelaide - West
Keswick,SA,-34.9418,138.5746,
Ashford,SA,-34.9486,138.5746,Regional SA
Forestville,SA,-34.9495,138.5785,Regional SA
Everard Park,SA,-34.952,138.5748,
Black Forest,SA,-34.9603,138.5767,
Keswick Terminal,SA,-34.9411,138.5804,
Novar Gardens,SA,-34.9663,138.5326,
Glenelg North,SA,-34.9679,138.5175,
Glenelg,SA,-34.9808,138.515,Regional SA
Glenelg Jetty Road,SA,-34.9787,138.5191,Regional SA
Glenelg East,SA,-34.9764,138.5296,
Glenelg South,SA,-34.9896,138.5143,
Export Park,SA,-34.9391,138.5341,Regional SA
Adelaide Airport,SA,-34.9391,138.5341,Adelaide - West
Kyancutta,SA,-33.1333,135.5667,South Australia - Outback
Paney,SA,-33.0334,135.4402,Regional SA
Pygery,SA,-33.0167,135.4167,South Australia - Outback
Wudinna,SA,-33.0501,135.4638,South Australia - Outback
Yaninee,SA,-32.9462,135.2737,South Australia - Outback
Willunga Hill,SA,-35.2927,138.5825,
Yundi,SA,-35.3167,138.6333,South Australia - South East
Kuitpo Colony,SA,-35.2876,138.6963,South Australia - South East
Kyeema,SA,-35.2763,138.6731,South Australia - South East
Hope Forest,SA,-35.2833,138.6167,
Dingabledinga,SA,-35.2672,138.6291,South Australia - South East
Montarra,SA,-35.2667,138.6167,
Whites Valley,SA,-35.2711,138.5221,Adelaide - South
Willunga South,SA,-35.2838,138.5548,
Willunga,SA,-35.2713,138.5542,
Pages Flat,SA,-35.2741,138.6156,
The Range,SA,-35.2463,138.6228,Regional SA
Sellicks Hill,SA,-35.3296,138.4742,
Sellicks Beach,SA,-35.3387,138.4473,
Wattle Flat,SA,-35.428,138.3897,Regional SA
Parawa,SA,-35.5614,138.3618,South Australia - South East
Torrens Vale,SA,-35.5167,138.3667,South Australia - South East
Bald Hills,SA,-35.488,138.401,Regional SA
Yankalilla,SA,-35.4571,138.3498,South Australia - South East
Tunkalilla,SA,-35.4902,138.3738,
Normanville,SA,-35.4462,138.3213,
Rapid Bay,SA,-35.5251,138.1893,
Delamere,SA,-35.5833,138.1833,Regional SA
Carrickalinga,SA,-35.4275,138.3244,
Silverton,SA,-35.5176,138.2294,Regional SA
Hay Flat,SA,-35.5176,138.2294,South Australia - South East
Deep Creek,SA,-35.5176,138.2294,Regional SA
Cape Jervis,SA,-35.6036,138.1055,
Second Valley,SA,-35.5311,138.2269,
Wirrina Cove,SA,-35.5066,138.2548,
Nangkita,SA,-35.3455,138.6865,South Australia - South East
Mount Magnificent,SA,-35.3462,138.6534,South Australia - South East
Mount Compass,SA,-35.3469,138.6203,South Australia - South East
Encounter Bay,SA,-35.5742,138.6005,
Waitpinga,SA,-35.5953,138.5126,
Victor Harbor Central,SA,-35.5444,138.5712,Regional SA
Mccracken,SA,-35.5358,138.6312,
Victor Harbor,SA,-35.5504,138.6215,
Lower Inman Valley,SA,-35.516,138.5679,South Australia - South East
Chiton,SA,-35.5444,138.5712,
Inman Valley,SA,-35.4938,138.4563,South Australia - South East
Mount Jagged,SA,-35.5444,138.5712,South Australia - South East
Yilki,SA,-35.5705,138.6052,Regional SA
Hayborough,SA,-35.5313,138.6504,
Willow Creek,SA,-35.5591,138.4315,South Australia - South East
Hindmarsh Valley,SA,-35.5167,138.6167,South Australia - South East
Back Valley,SA,-35.5453,138.5896,South Australia - South East
Kainton,SA,-34.1233,137.9028,
Paskeville,SA,-34.0333,137.9,Barossa - Yorke - Mid North
Melton,SA,-34.0768,137.9457,Regional SA
Sunnyvale,SA,-34.0768,137.9457,Barossa - Yorke - Mid North
Port Arthur,SA,-34.1476,138.0627,Regional SA
Thrington,SA,-34.0131,137.8294,Barossa - Yorke - Mid North
Yelta,SA,-34.0616,137.6321,Regional SA
North Yelta,SA,-34.0616,137.6321,Barossa - Yorke - Mid North
East Moonta,SA,-34.0843,137.6191,Barossa - Yorke - Mid North
Nalyappa,SA,-34.0755,137.6134,
Cross Roads,SA,-34.0613,137.6112,Darling Downs - Maranoa
Agery,SA,-34.1568,137.7429,Barossa - Yorke - Mid North
Moonta Mines,SA,-34.0799,137.6093,Barossa - Yorke - Mid North
Port Hughes,SA,-34.0833,137.55,
Kooroona,SA,-34.0902,137.5998,Barossa - Yorke - Mid North
Moonta Bay,SA,-34.05,137.5667,
Moonta,SA,-34.0684,137.5908,Barossa - Yorke - Mid North
Paramatta,SA,-34.0459,137.6266,Barossa - Yorke - Mid North
North Moonta,SA,-34.0529,137.5935,Barossa - Yorke - Mid North
Hamley,SA,-34.0848,137.6007,Barossa - Yorke - Mid North
Price,SA,-34.2864,137.9943,
Clinton Centre,SA,-34.2333,137.9167,Barossa - Yorke - Mid North
Port Clinton,SA,-34.2243,138.0206,Regional SA
Clinton,SA,-34.2551,137.9511,Ballarat
Pine Point,SA,-34.5667,137.8667,
Cunningham,SA,-34.4148,137.7995,Regional SA
Black Point,SA,-34.6095,137.8855,
Rogues Point,SA,-34.494,137.8961,
Petersville,SA,-34.4707,137.8796,Barossa - Yorke - Mid North
Ardrossan,SA,-34.4222,137.9191,
Sandilands,SA,-34.5138,137.7932,Regional SA
James Well,SA,-34.4873,137.8973,
Tiddy Widdy Beach,SA,-34.4014,137.9402,
Arthurton,SA,-34.2667,137.75,Barossa - Yorke - Mid North
Bluff Beach,SA,-34.7325,137.4807,
Hardwicke Bay,SA,-34.8888,137.458,
The Pines,SA,-34.9165,137.1605,Regional SA
Minlaton,SA,-34.771,137.5958,
Stenhouse Bay,SA,-35.2833,136.9333,Regional SA
White Hut,SA,-35.0731,136.9835,
Point Souttar,SA,-34.9027,137.2417,
Ramsay,SA,-34.9033,137.3562,Regional SA
Wool Bay,SA,-34.9911,137.7567,
Point Turton,SA,-34.9523,137.3565,
Koolywurtie,SA,-34.65,137.6333,Barossa - Yorke - Mid North
Brentwood,SA,-34.8667,137.5,Regional SA
Couch Beach,SA,-34.9095,137.1769,Regional SA
Port Rickaby,SA,-34.6833,137.5,
Port Julia,SA,-34.6667,137.8667,
Corny Point,SA,-34.9249,137.0812,
Marion Bay,SA,-35.241,136.975,Regional SA
Parsons Beach,SA,-34.9033,137.3562,
Honiton,SA,-35.1122,137.6448,
Yorketown,SA,-35.0185,137.6049,Barossa - Yorke - Mid North
Port Moorowie,SA,-35.1014,137.5253,
Inneston,SA,-35.275,136.8917,
Warooka,SA,-34.9903,137.4012,
Foul Bay,SA,-35.2223,137.1617,
Curramulka,SA,-34.7,137.7,Barossa - Yorke - Mid North
Port Vincent,SA,-34.7798,137.8593,
Sheaoak Flat,SA,-34.7029,137.8759,
Port Giles,SA,-34.9111,137.799,Regional SA
Stansbury,SA,-34.9111,137.799,
Sultana Point,SA,-35.1118,137.7532,
Coobowie,SA,-35.044,137.7311,
Edithburgh,SA,-35.0846,137.744,
Salt Creek,SA,-36.1397,139.6886,South Australia - South East
Policeman Point,SA,-36.0583,139.5931,Regional SA
Meningie West,SA,-35.8771,139.5136,South Australia - South East
Waltowa,SA,-35.624,139.4327,South Australia - South East
Coorong,SA,-35.8771,139.5136,
Meningie,SA,-35.6864,139.3401,South Australia - South East
Meningie East,SA,-35.8771,139.5136,South Australia - South East
Holder,SA,-34.3267,140.0174,Regional SA
Taylorville Station,SA,-34.1893,140.0862,Regional SA
Devlins Pound,SA,-34.1893,140.0862,
Overland Corner,SA,-34.1458,140.3343,
Hawks Nest Station,SA,-34.1893,140.0862,Regional SA
Pooginook,SA,-34.1705,140.0742,
Woolpunda,SA,-34.1893,140.0862,South Australia - South East
Stockyard Plain,SA,-34.1893,140.0862,South Australia - South East
Kanni,SA,-34.1893,140.0862,South Australia - South East
Waikerie,SA,-34.1818,139.9855,South Australia - South East
Holder Siding,SA,-34.1893,140.0862,South Australia - South East
Boolgun,SA,-34.4173,140.04,South Australia - South East
Taylorville,SA,-34.0989,139.9731,South Australia - South East
Good Hope Landing,SA,-34.1648,140.1758,South Australia - South East
Lowbank,SA,-34.1846,140.0735,South Australia - South East
Markaranka,SA,-34.0254,139.9822,
Murtho,SA,-34.068,140.8368,
Paringa,SA,-34.1764,140.7858,
Pike River,SA,-34.2641,140.7933,South Australia - South East
Mundic Creek,SA,-34.2199,140.8104,South Australia - South East
Yamba,SA,-34.2623,140.8589,Central Queensland
Wonuarra,SA,-34.2156,140.8435,
Calperum,SA,-34.2178,140.6803,Regional SA
Crescent,SA,-34.148,140.7427,South Australia - South East
Calperum Station,SA,-34.148,140.7427,
Old Calperum,SA,-34.2178,140.6803,South Australia - South East
Renmark South,SA,-34.2213,140.7371,South Australia - South East
Chaffey,SA,-34.0934,140.7065,
Chowilla,SA,-33.899,140.921,
Renmark,SA,-34.177,140.747,
Cooltong,SA,-34.1006,140.6737,
Renmark West,SA,-34.1653,140.7097,South Australia - South East
Renmark North,SA,-34.1255,140.7127,
Monash,SA,-34.2384,140.5613,Regional SA
Loveday,SA,-34.2833,140.4333,South Australia - South East
Spectacle Lake,SA,-34.2695,140.4474,South Australia - South East
Barmera,SA,-34.2556,140.4615,South Australia - South East
Bunyung,SA,-33.6181,138.9551,Regional SA
Pine Valley Station,SA,-33.6181,138.9551,Regional SA
Quondong,SA,-33.6181,138.9551,Regional SA
Oakvale Station,SA,-33.6181,138.9551,Regional SA
Old Koomooloo,SA,-33.6181,138.9551,Regional SA
Balah,SA,-33.6181,138.9551,Regional SA
Hanson,SA,-33.6181,138.9551,Barossa - Yorke - Mid North
Warnes,SA,-33.6181,138.9551,
North Booborowie,SA,-33.6181,138.9551,Barossa - Yorke - Mid North
Sturt Vale,SA,-33.6181,138.9551,
Burra,SA,-33.6717,138.9283,Regional SA
Gluepot,SA,-33.6181,138.9551,Regional SA
Baldina,SA,-33.6181,138.9551,Barossa - Yorke - Mid North
Leighton,SA,-33.65,138.75,Barossa - Yorke - Mid North
Canegrass,SA,-33.6181,138.9551,Regional SA
Parcoola,SA,-33.6181,138.9551,Regional SA
Faraway Hill,SA,-33.6181,138.9551,Regional SA
Gum Creek,SA,-33.6181,138.9551,Barossa - Yorke - Mid North
Danggali,SA,-33.6181,138.9551,
Koonoona,SA,-33.6181,138.9551,Barossa - Yorke - Mid North
Mongolata,SA,-33.5667,139.1,Barossa - Yorke - Mid North
Booborowie,SA,-33.5667,138.75,Barossa - Yorke - Mid North
Burra Eastern Districts,SA,-33.6354,139.2472,
Eurelia,SA,-32.55,138.5667,Barossa - Yorke - Mid North
Yalpara,SA,-32.548,138.83,
Orroroo,SA,-32.7344,138.6139,Barossa - Yorke - Mid North
Pekina,SA,-32.8333,138.55,Barossa - Yorke - Mid North
North Hills,SA,-32.6469,138.6023,Regional SA
Wallaway,SA,-32.6469,138.6023,Regional SA
Amyton,SA,-32.6,138.3333,Barossa - Yorke - Mid North
Coomooroo,SA,-32.6477,138.5098,Barossa - Yorke - Mid North
Walloway,SA,-32.6333,138.5833,Barossa - Yorke - Mid North
Minburra Station,SA,-32.6469,138.6023,Regional SA
Willowie,SA,-32.6833,138.3333,Barossa - Yorke - Mid North
Minburra,SA,-32.5034,138.9904,Barossa - Yorke - Mid North
Minburra Plain,SA,-32.5034,138.9904,Regional SA
Johnburg,SA,-32.6469,138.6023,Barossa - Yorke - Mid North
Black Rock,SA,-32.8333,138.7,Townsville
Johnburgh,SA,-32.45,138.7,Barossa - Yorke - Mid North
Morchard,SA,-32.7167,138.5,Barossa - Yorke - Mid North
Hammond,SA,-32.5167,138.3167,
Tarcowie,SA,-32.95,138.5167,Barossa - Yorke - Mid North
Kanyaka,SA,-31.8467,138.3446,
Mount Havelock,SA,-31.8467,138.3446,Regional SA
Shaggy Ridge,SA,-31.8467,138.3446,Regional SA
Black Hill Station,SA,-31.8467,138.3446,Regional SA
Hawker,SA,-31.8881,138.425,Regional SA
Flinders Ranges,SA,-31.8467,138.3446,South Australia - Outback
Prelinna,SA,-31.8467,138.3446,Regional SA
Willow Springs,SA,-31.8467,138.3446,South Australia - Outback
Upalinna,SA,-31.8467,138.3446,Regional SA
Worumba,SA,-31.8467,138.3446,Regional SA
Barndioota,SA,-31.8053,138.2642,South Australia - Outback
Port Victoria,SA,-34.496,137.4827,
Yorke Valley,SA,-34.4742,137.6773,Barossa - Yorke - Mid North
South Kilkerran,SA,-34.4333,137.6,Barossa - Yorke - Mid North
Weetulta,SA,-34.25,137.6333,Barossa - Yorke - Mid North
Urania,SA,-34.511,137.6064,Barossa - Yorke - Mid North
Chinaman Wells,SA,-34.3811,137.4805,
Maitland,SA,-34.3739,137.6733,Regional SA
Chinamen Wells,SA,-34.4246,137.5804,
Balgowan,SA,-34.3181,137.5204,Regional SA
Wauraltee,SA,-34.5833,137.55,
Point Pearce,SA,-34.4246,137.5804,
Whyalla Dc,SA,-33.0185,137.4318,Regional SA
Whyalla Playford,SA,-33.0279,137.562,South Australia - Outback
Whyalla,SA,-33.0327,137.5648,
Port Bonython,SA,-32.9907,137.7754,
Douglas Point,SA,-32.8547,137.8064,
Douglas Point South,SA,-32.8547,137.8064,Regional SA
False Bay,SA,-32.9698,137.6103,
Backy Point,SA,-32.9123,137.7871,
Point Lowly North,SA,-32.9135,137.6723,Regional SA
Fitzgerald Bay,SA,-32.907,137.7548,Regional SA
Point Lowly,SA,-32.9976,137.7848,
Whyalla Barson,SA,-33.0018,137.5744,
Port Lincoln South,SA,-34.7263,135.8744,Regional SA
Kirton Point,SA,-34.869,136.0692,Regional SA
Wedge Island,SA,-35.1546,136.4589,Regional SA
Whyalla Norrie East,SA,-33.0886,137.4755,Regional SA
Whyalla Stuart,SA,-33.0249,137.5247,South Australia - Outback
Whyalla Norrie,SA,-33.029,137.5392,South Australia - Outback
Mullaquana,SA,-33.2118,137.3627,
Whyalla Norrie North,SA,-33.0886,137.4755,Regional SA
Murninnie Beach,SA,-33.0221,137.5127,Regional SA
Whyalla Jenkins,SA,-33.0221,137.5127,South Australia - Outback
Cowleds Landing,SA,-33.0221,137.5127,Regional SA
Middleback Range,SA,-33.0221,137.5127,South Australia - Outback
Cunyarie,SA,-32.9387,136.2799,South Australia - Outback
Cortlinye,SA,-33.0167,136.3333,South Australia - Outback
Yeltana,SA,-33.1177,136.3356,Regional SA
Buckleboo,SA,-32.9167,136.2,South Australia - Outback
Panitya,SA,-33.1177,136.3356,Regional SA
Pinkawillinie,SA,-32.9765,135.8859,South Australia - Outback
Bungeroo,SA,-33.1177,136.3356,Regional SA
Barna,SA,-33.1177,136.3356,South Australia - Outback
Yalanda,SA,-33.2764,136.7046,South Australia - Outback
Wilcherry,SA,-33.1177,136.3356,South Australia - Outback
Kelly,SA,-33.2366,136.481,South Australia - Outback
Solomon,SA,-33.2238,136.3362,South Australia - Outback
Caralue,SA,-33.3667,136.2,South Australia - Outback
Kimba,SA,-33.1416,136.4187,South Australia - Outback
Moseley,SA,-33.0833,136.5167,South Australia - Outback
Koongawa,SA,-33.1667,135.8833,South Australia - Outback
Warramboo,SA,-33.2333,135.6,South Australia - Outback
Cootra,SA,-33.2689,135.943,South Australia - Outback
Gawler Ranges,SA,-32.7724,135.048,South Australia - Outback
Lockes Claypan,SA,-32.7724,135.048,Regional SA
Narlaby,SA,-32.7724,135.048,Regional SA
Bockelberg,SA,-32.7724,135.048,South Australia - Outback
Poochera,SA,-32.7167,134.85,South Australia - Outback
Kaldoonera,SA,-32.5839,134.8774,South Australia - Outback
Carawa,SA,-32.325,134.1979,South Australia - Outback
Streaky Bay,SA,-32.7955,134.2093,
Puntabie,SA,-32.2036,134.1281,South Australia - Outback
Petina,SA,-32.4765,134.3969,South Australia - Outback
Eba Anchorage,SA,-32.6841,134.2854,
Maryvale,SA,-32.8701,134.4209,New England and North West
Mudamuckla,SA,-32.1584,134.0438,South Australia - Outback
Inkster,SA,-32.9247,134.6703,South Australia - Outback
Westall,SA,-32.9182,134.0928,
Pinjarra Station,SA,-32.5502,134.2555,Regional SA
Smoky Bay,SA,-32.3784,133.934,
Chinbingina,SA,-32.2167,134.2,South Australia - Outback
Haslam,SA,-32.4609,134.2232,
Yanerbie,SA,-32.9298,134.1412,
Laura Bay,SA,-32.2167,133.8333,
Perlubie,SA,-32.6532,134.2929,
Nunjikompita,SA,-32.2691,134.3383,South Australia - Outback
Chandada,SA,-32.7548,134.6731,South Australia - Outback
Pureba,SA,-32.018,134.458,South Australia - Outback
Piednippie,SA,-32.734,134.3704,South Australia - Outback
Sceale Bay,SA,-33.0167,134.2,
Bulgunnia,SA,-30.9427,135.5329,Regional SA
Wirraminna,SA,-30.9427,135.5329,South Australia - Outback
Mulgathing,SA,-30.9427,135.5329,Regional SA
Lake Harris,SA,-30.9427,135.5329,Regional SA
Coondambo,SA,-30.9427,135.5329,Regional SA
Wilgena,SA,-30.9427,135.5329,South Australia - Outback
Commonwealth Hill,SA,-30.9427,135.5329,South Australia - Outback
Bon Bon,SA,-30.9427,135.5329,Regional SA
Woomera,SA,-31.1998,136.8326,South Australia - Outback
Millers Creek,SA,-30.0042,136.0471,Regional SA
Mount Eba,SA,-30.8204,136.5581,Regional SA
Arcoona,SA,-30.8204,136.5581,South Australia - Outback
Mount Vivian,SA,-30.8204,136.5581,Regional SA
Pimba,SA,-31.2572,136.7947,South Australia - Outback
Stuarts Creek,SA,-30.8204,136.5581,South Australia - Outback
Billa Kalina,SA,-30.8204,136.5581,Regional SA
Purple Downs,SA,-30.8204,136.5581,Regional SA
Parakylia,SA,-30.8204,136.5581,South Australia - Outback
Bosworth,SA,-30.8204,136.5581,Regional SA
Andamooka,SA,-30.4481,137.1656,South Australia - Outback
Andamooka Station,SA,-30.4481,137.1656,South Australia - Outback
Evelyn Downs,SA,-28.72,135.3644,Regional SA
Nilpinna Station,SA,-28.72,135.3644,Regional SA
William Creek,SA,-28.9044,136.3515,South Australia - Outback
Coober Pedy,SA,-29.0141,134.755,South Australia - Outback
Allandale Station,SA,-28.72,135.3644,Regional SA
Anna Creek,SA,-28.72,135.3644,South Australia - Outback
Wintinna,SA,-28.72,135.3644,Regional SA
Mount Barry,SA,-28.2414,134.9866,Darling Downs - Maranoa
Arckaringa,SA,-28.72,135.3644,Regional SA
Mcdouall Peak,SA,-28.72,135.3644,Regional SA
Mabel Creek,SA,-28.72,135.3644,South Australia - Outback
