suburb,state,latitude,longitude,assigned_region,index_right,SA4_NAME21,final_region,was_different
Brighton-Le-Sands,NSW,-33.9601,151.1511,,18.0,Sydney - Inner South West,Sydney - Inner South West,True
Rockdale,NSW,-33.95,151.1333,Sydney - Inner South West,18.0,Sydney - Inner South West,Sydney - Inner South West,False
Allawah,NSW,-33.9726,151.1144,Sydney - Inner South West,18.0,Sydney - Inner South West,Sydney - Inner South West,False
Merimbula,NSW,-36.889,149.9096,,0.0,Capital Region,Capital Region,True
Bournda,NSW,-36.8295,149.9033,,0.0,Capital Region,Capital Region,True
Mirador,NSW,-36.8777,149.9157,,0.0,Capital Region,Capital Region,True
Berrambool,NSW,-36.8815,149.9066,Capital Region,0.0,Capital Region,Capital Region,False
Yellow Pinch,NSW,-36.8614,149.8446,Capital Region,0.0,Capital Region,Capital Region,False
Tura Beach,NSW,-36.8636,149.9303,,0.0,Capital Region,Capital Region,True
Greigs Flat,NSW,-36.9652,149.8679,Capital Region,0.0,Capital Region,Capital Region,False
Pambula,NSW,-36.9301,149.8745,Capital Region,0.0,Capital Region,Capital Region,False
South Pambula,NSW,-36.9471,149.8478,Capital Region,0.0,Capital Region,Capital Region,False
Millingandi,NSW,-36.8862,149.8564,Capital Region,0.0,Capital Region,Capital Region,False
Nethercote,NSW,-37.0152,149.8346,Capital Region,0.0,Capital Region,Capital Region,False
Pambula Beach,NSW,-36.9417,149.9034,,0.0,Capital Region,Capital Region,True
Bobundara,NSW,-36.5155,148.9385,Capital Region,0.0,Capital Region,Capital Region,False
Bunyan,NSW,-36.1674,149.1415,Capital Region,0.0,Capital Region,Capital Region,False
Wambrook,NSW,-36.2163,148.9132,Capital Region,0.0,Capital Region,Capital Region,False
Polo Flat,NSW,-36.2315,149.151,Capital Region,0.0,Capital Region,Capital Region,False
Binjura,NSW,-36.1734,149.1083,Capital Region,0.0,Capital Region,Capital Region,False
Pine Valley,NSW,-36.247,149.0605,Capital Region,0.0,Capital Region,Capital Region,False
Rock Flat,NSW,-36.35,149.2,Capital Region,0.0,Capital Region,Capital Region,False
Frying Pan,NSW,-36.1444,148.8413,Capital Region,0.0,Capital Region,Capital Region,False
Bungarby,NSW,-36.7052,149.0083,Capital Region,0.0,Capital Region,Capital Region,False
Chakola,NSW,-36.0985,149.1679,Capital Region,0.0,Capital Region,Capital Region,False
Buckenderra,NSW,-36.179,148.7654,Capital Region,0.0,Capital Region,Capital Region,False
Long Plain,NSW,-36.0083,148.7028,Barossa - Yorke - Mid North,0.0,Capital Region,Capital Region,True
Coolringdon,NSW,-36.2833,148.9833,Capital Region,0.0,Capital Region,Capital Region,False
Middle Flat,NSW,-36.2539,149.1781,Capital Region,0.0,Capital Region,Capital Region,False
Glen Fergus,NSW,-36.197,149.2604,Capital Region,0.0,Capital Region,Capital Region,False
Murrumbucca,NSW,-36.0985,149.0512,Capital Region,0.0,Capital Region,Capital Region,False
Arable,NSW,-36.3826,148.9807,Capital Region,0.0,Capital Region,Capital Region,False
Middlingbank,NSW,-36.2115,148.794,Capital Region,0.0,Capital Region,Capital Region,False
Peak View,NSW,-36.1196,149.1551,Capital Region,0.0,Capital Region,Capital Region,False
Rhine Falls,NSW,-36.1916,148.9076,Capital Region,0.0,Capital Region,Capital Region,False
Dairymans Plains,NSW,-36.2247,149.0732,Capital Region,0.0,Capital Region,Capital Region,False
Jerangle,NSW,-35.8667,149.3667,Capital Region,0.0,Capital Region,Capital Region,False
Dry Plain,NSW,-36.1167,148.8667,Capital Region,0.0,Capital Region,Capital Region,False
Nimmo,NSW,-36.1196,149.1551,Capital Region,0.0,Capital Region,Capital Region,False
Shannons Flat,NSW,-36.1196,149.1551,,0.0,Capital Region,Capital Region,True
Dangelong,NSW,-36.1196,149.1551,Capital Region,0.0,Capital Region,Capital Region,False
Jimenbuen,NSW,-36.7238,148.8598,Capital Region,0.0,Capital Region,Capital Region,False
Countegany,NSW,-36.1833,149.45,Capital Region,0.0,Capital Region,Capital Region,False
Billilingra,NSW,-36.0193,149.1286,Capital Region,0.0,Capital Region,Capital Region,False
Badja,NSW,-36.0727,149.5329,Capital Region,0.0,Capital Region,Capital Region,False
Numeralla,NSW,-36.1667,149.3333,Capital Region,0.0,Capital Region,Capital Region,False
The Brothers,NSW,-36.1196,149.1551,Capital Region,0.0,Capital Region,Capital Region,False
Carlaminda,NSW,-36.2601,149.3051,Capital Region,0.0,Capital Region,Capital Region,False
Tuross,NSW,-36.0533,150.1332,Capital Region,0.0,Capital Region,Capital Region,False
Ironmungy,NSW,-36.5921,148.943,Capital Region,0.0,Capital Region,Capital Region,False
Boco,NSW,-36.6037,149.3151,Capital Region,0.0,Capital Region,Capital Region,False
Winifred,NSW,-36.4682,149.3744,Capital Region,0.0,Capital Region,Capital Region,False
Jincumbilly,NSW,-36.7167,149.2167,Capital Region,0.0,Capital Region,Capital Region,False
Ando,NSW,-36.7167,149.25,Capital Region,0.0,Capital Region,Capital Region,False
Jimcumbilly,NSW,-36.6037,149.3151,Capital Region,0.0,Capital Region,Capital Region,False
Kybeyan,NSW,-36.3485,149.4179,Capital Region,0.0,Capital Region,Capital Region,False
Steeple Flat,NSW,-36.5485,149.3846,Capital Region,0.0,Capital Region,Capital Region,False
Holts Flat,NSW,-36.6128,149.2711,Capital Region,0.0,Capital Region,Capital Region,False
Glen Allen,NSW,-36.6985,149.3679,Capital Region,0.0,Capital Region,Capital Region,False
Mount Cooper,NSW,-36.665,149.218,,0.0,Capital Region,Capital Region,True
Creewah,NSW,-36.75,149.3667,Capital Region,0.0,Capital Region,Capital Region,False
Nimmitabel,NSW,-36.5119,149.2838,Capital Region,0.0,Capital Region,Capital Region,False
Lords Hill,NSW,-36.9309,149.2131,Capital Region,0.0,Capital Region,Capital Region,False
Nungatta,NSW,-37.2152,149.4012,,0.0,Capital Region,Capital Region,True
Mount Darragh,NSW,-36.8485,149.5179,Capital Region,0.0,Capital Region,Capital Region,False
Craigie,NSW,-37.0833,149.05,,0.0,Capital Region,Capital Region,True
Bibbenluke,NSW,-36.8134,149.2863,Capital Region,0.0,Capital Region,Capital Region,False
Bombala,NSW,-36.9121,149.2367,Capital Region,0.0,Capital Region,Capital Region,False
Bondi Forest,NSW,-36.8941,149.2132,,0.0,Capital Region,Capital Region,True
Palarang,NSW,-36.8941,149.2132,Capital Region,0.0,Capital Region,Capital Region,False
Quidong,NSW,-36.8941,149.2132,Capital Region,0.0,Capital Region,Capital Region,False
Merriangaah,NSW,-36.8941,149.2132,Capital Region,0.0,Capital Region,Capital Region,False
Gunningrah,NSW,-36.8941,149.2132,Capital Region,0.0,Capital Region,Capital Region,False
Coolumbooka,NSW,-36.8941,149.2132,Capital Region,0.0,Capital Region,Capital Region,False
Bukalong,NSW,-36.7985,149.2012,Capital Region,0.0,Capital Region,Capital Region,False
Rosemeath,NSW,-36.2324,148.6985,Capital Region,0.0,Capital Region,Capital Region,False
Rockton,NSW,-37.1318,149.3179,Capital Region,0.0,Capital Region,Capital Region,False
Cambalong,NSW,-36.881,149.101,Capital Region,0.0,Capital Region,Capital Region,False
Mila,NSW,-37.0485,149.1679,Capital Region,0.0,Capital Region,Capital Region,False
Nambucca Heads,NSW,-30.6432,153.0088,,7.0,Mid North Coast,Mid North Coast,True
Hyland Park,NSW,-30.6124,153.0001,Mid North Coast,7.0,Mid North Coast,Mid North Coast,False
Valla Beach,NSW,-30.5926,153.0113,,7.0,Mid North Coast,Mid North Coast,True
Valla,NSW,-30.5999,152.9829,,7.0,Mid North Coast,Mid North Coast,True
Missabotti,NSW,-30.5747,152.8158,,7.0,Mid North Coast,Mid North Coast,True
Buckra Bendinni,NSW,-30.6314,152.8089,Mid North Coast,7.0,Mid North Coast,Mid North Coast,False
Argents Hill,NSW,-30.609,152.73,Mid North Coast,7.0,Mid North Coast,Mid North Coast,False
Bowraville,NSW,-30.65,152.8515,Mid North Coast,7.0,Mid North Coast,Mid North Coast,False
Girralong,NSW,-30.5696,152.6554,,7.0,Mid North Coast,Mid North Coast,True
Kennaicle Creek,NSW,-30.6244,152.7854,,7.0,Mid North Coast,Mid North Coast,True
Tewinga,NSW,-30.6476,152.8968,Mid North Coast,7.0,Mid North Coast,Mid North Coast,False
Killiekrankie,NSW,-30.6244,152.7854,,7.0,Mid North Coast,Mid North Coast,True
Urunga,NSW,-30.497,153.0142,,3.0,Coffs Harbour - Grafton,Coffs Harbour - Grafton,True
Hopefield,NSW,-35.8824,146.4377,,8.0,Murray,Murray,True
Coreen,NSW,-35.7667,146.35,Murray,8.0,Murray,Murray,False
Merton Vale,NSW,-35.8186,146.3196,Ipswich,8.0,Murray,Murray,True
Corowa,NSW,-35.997,146.3855,,8.0,Murray,Murray,True
Daysdale,NSW,-35.6436,146.302,Murray,8.0,Murray,Murray,False
Sanger,NSW,-35.8186,146.3196,Murray,8.0,Murray,Murray,False
Collendina,NSW,-36.0254,146.2189,,8.0,Murray,Murray,True
Rennie,NSW,-35.809,146.1362,Murray,8.0,Murray,Murray,False
Goombargana,NSW,-35.7636,146.5555,Murray,8.0,Murray,Murray,False
Lowesdale,NSW,-35.8318,146.3512,Murray,8.0,Murray,Murray,False
Savernake,NSW,-35.7345,146.051,Murray,8.0,Murray,Murray,False
Balldale,NSW,-35.8466,146.5197,Murray,8.0,Murray,Murray,False
Oaklands,NSW,-35.5576,146.163,Murray,8.0,Murray,Murray,False
Redlands,NSW,-35.9239,146.3157,Murray,8.0,Murray,Murray,False
Mulwala,NSW,-35.9854,146.0053,,8.0,Murray,Murray,True
Barooga,NSW,-35.906,145.6958,,8.0,Murray,Murray,True
Lalalty,NSW,-35.9391,145.6422,Murray,45.0,Shepparton,Shepparton,True
Beaumont Hills,NSW,-33.6999,150.9411,,14.0,Sydney - Baulkham Hills and Hawkesbury,Sydney - Baulkham Hills and Hawkesbury,True
North Kellyville,NSW,-33.6985,150.9313,Sydney - Baulkham Hills and Hawkesbury,14.0,Sydney - Baulkham Hills and Hawkesbury,Sydney - Baulkham Hills and Hawkesbury,False
Kellyville Ridge,NSW,-33.7016,150.9179,,15.0,Sydney - Blacktown,Sydney - Blacktown,True
Kellyville,NSW,-33.7103,150.951,,14.0,Sydney - Baulkham Hills and Hawkesbury,Sydney - Baulkham Hills and Hawkesbury,True
Rouse Hill,NSW,-33.6821,150.9154,,14.0,Sydney - Baulkham Hills and Hawkesbury,Sydney - Baulkham Hills and Hawkesbury,True
Cambridge Park,NSW,-33.7478,150.7221,Sydney - Outer West and Blue Mountains,23.0,Sydney - Outer West and Blue Mountains,Sydney - Outer West and Blue Mountains,False
Llandilo,NSW,-33.7129,150.7465,,23.0,Sydney - Outer West and Blue Mountains,Sydney - Outer West and Blue Mountains,True
Werrington County,NSW,-33.7465,150.7393,Sydney - Outer West and Blue Mountains,23.0,Sydney - Outer West and Blue Mountains,Sydney - Outer West and Blue Mountains,False
Werrington Downs,NSW,-33.7421,150.7278,Sydney - Outer West and Blue Mountains,23.0,Sydney - Outer West and Blue Mountains,Sydney - Outer West and Blue Mountains,False
Cambridge Gardens,NSW,-33.738,150.7207,Sydney - Outer West and Blue Mountains,23.0,Sydney - Outer West and Blue Mountains,Sydney - Outer West and Blue Mountains,False
Werrington,NSW,-33.7592,150.7527,Sydney - Outer West and Blue Mountains,23.0,Sydney - Outer West and Blue Mountains,Sydney - Outer West and Blue Mountains,False
Jordan Springs,NSW,-33.7214,150.7287,,23.0,Sydney - Outer West and Blue Mountains,Sydney - Outer West and Blue Mountains,True
Shane Park,NSW,-33.7434,150.7398,,23.0,Sydney - Outer West and Blue Mountains,Sydney - Outer West and Blue Mountains,True
Shanes Park,NSW,-33.7033,150.783,,15.0,Sydney - Blacktown,Sydney - Blacktown,True
Caddens,NSW,-33.7741,150.7413,Sydney - Outer West and Blue Mountains,23.0,Sydney - Outer West and Blue Mountains,Sydney - Outer West and Blue Mountains,False
Claremont Meadows,NSW,-33.7759,150.7519,Sydney - Outer West and Blue Mountains,23.0,Sydney - Outer West and Blue Mountains,Sydney - Outer West and Blue Mountains,False
Ropes Crossing,NSW,-33.7328,150.791,,15.0,Sydney - Blacktown,Sydney - Blacktown,True
Colyton,NSW,-33.7828,150.7968,,23.0,Sydney - Outer West and Blue Mountains,Sydney - Outer West and Blue Mountains,True
St Marys,NSW,-33.7603,150.7918,Wide Bay,23.0,Sydney - Outer West and Blue Mountains,Sydney - Outer West and Blue Mountains,True
Oxley Park,NSW,-33.7707,150.795,,23.0,Sydney - Outer West and Blue Mountains,Sydney - Outer West and Blue Mountains,True
North St Marys,NSW,-33.7549,150.7844,,23.0,Sydney - Outer West and Blue Mountains,Sydney - Outer West and Blue Mountains,True
Colebee,NSW,-33.7277,150.8474,Sydney - Blacktown,15.0,Sydney - Blacktown,Sydney - Blacktown,False
Hassall Grove,NSW,-33.7335,150.8354,Sydney - Blacktown,15.0,Sydney - Blacktown,Sydney - Blacktown,False
Dean Park,NSW,-33.7354,150.8596,Sydney - Blacktown,15.0,Sydney - Blacktown,Sydney - Blacktown,False
Glendenning,NSW,-33.7483,150.8541,Sydney - Blacktown,15.0,Sydney - Blacktown,Sydney - Blacktown,False
Schofields,NSW,-33.7167,150.8667,Sydney - Blacktown,15.0,Sydney - Blacktown,Sydney - Blacktown,False
Tallawong,NSW,-33.7167,150.8667,Sydney - Blacktown,15.0,Sydney - Blacktown,Sydney - Blacktown,False
Quakers Hill,NSW,-33.7333,150.8833,Sydney - Blacktown,15.0,Sydney - Blacktown,Sydney - Blacktown,False
Acacia Gardens,NSW,-33.7316,150.9164,Sydney - Blacktown,15.0,Sydney - Blacktown,Sydney - Blacktown,False
Nirimba Fields,NSW,-33.7325,150.8998,Sydney - Blacktown,15.0,Sydney - Blacktown,Sydney - Blacktown,False
Eastern Creek,NSW,-33.8063,150.8612,,15.0,Sydney - Blacktown,Sydney - Blacktown,True
Rooty Hill,NSW,-33.7667,150.8333,Sydney - Blacktown,15.0,Sydney - Blacktown,Sydney - Blacktown,False
Doonside,NSW,-33.7667,150.8667,Sydney - Blacktown,15.0,Sydney - Blacktown,Sydney - Blacktown,False
Bungarribee,NSW,-33.777,150.868,Sydney - Blacktown,15.0,Sydney - Blacktown,Sydney - Blacktown,False
Stanhope Gardens,NSW,-33.7221,150.926,,15.0,Sydney - Blacktown,Sydney - Blacktown,True
Parklea,NSW,-33.7244,150.9182,Sydney - Blacktown,15.0,Sydney - Blacktown,Sydney - Blacktown,False
The Ponds,NSW,-33.7023,150.9109,Sydney - Blacktown,15.0,Sydney - Blacktown,Sydney - Blacktown,False
Emerton,NSW,-33.7441,150.8064,Sydney - Blacktown,15.0,Sydney - Blacktown,Sydney - Blacktown,False
Hebersham,NSW,-33.7458,150.8239,Sydney - Blacktown,15.0,Sydney - Blacktown,Sydney - Blacktown,False
Tregear,NSW,-33.7456,150.7929,,15.0,Sydney - Blacktown,Sydney - Blacktown,True
Willmot,NSW,-33.7253,150.7926,Sydney - Blacktown,15.0,Sydney - Blacktown,Sydney - Blacktown,False
Shalvey,NSW,-33.7269,150.8053,Sydney - Blacktown,15.0,Sydney - Blacktown,Sydney - Blacktown,False
Whalan,NSW,-33.757,150.804,,15.0,Sydney - Blacktown,Sydney - Blacktown,True
Dharruk,NSW,-33.7481,150.8156,Sydney - Blacktown,15.0,Sydney - Blacktown,Sydney - Blacktown,False
Minchinbury,NSW,-33.7872,150.8296,,15.0,Sydney - Blacktown,Sydney - Blacktown,True
Mount Druitt,NSW,-33.7667,150.8167,,15.0,Sydney - Blacktown,Sydney - Blacktown,True
Blackett,NSW,-33.7379,150.8181,Sydney - Blacktown,15.0,Sydney - Blacktown,Sydney - Blacktown,False
Lethbridge Park,NSW,-33.7372,150.8004,Sydney - Blacktown,15.0,Sydney - Blacktown,Sydney - Blacktown,False
Bland,NSW,-33.9833,147.6833,,2.0,Central West,Central West,True
Quandialla,NSW,-34.0124,147.7876,Central West,2.0,Central West,Central West,False
Errowanbang,NSW,-33.5482,149.0437,Central West,2.0,Central West,Central West,False
Carcoar,NSW,-33.6,149.1333,Central West,2.0,Central West,Central West,False
Glenbrook,NSW,-33.7667,150.6167,Sydney - Outer West and Blue Mountains,23.0,Sydney - Outer West and Blue Mountains,Sydney - Outer West and Blue Mountains,False
Lapstone,NSW,-33.7742,150.6357,Sydney - Outer West and Blue Mountains,23.0,Sydney - Outer West and Blue Mountains,Sydney - Outer West and Blue Mountains,False
Mount Riverview,NSW,-33.7307,150.6353,Sydney - Outer West and Blue Mountains,23.0,Sydney - Outer West and Blue Mountains,Sydney - Outer West and Blue Mountains,False
Warrimoo,NSW,-33.7167,150.6,Sydney - Outer West and Blue Mountains,23.0,Sydney - Outer West and Blue Mountains,Sydney - Outer West and Blue Mountains,False
Faulconbridge,NSW,-33.7,150.5333,Sydney - Outer West and Blue Mountains,23.0,Sydney - Outer West and Blue Mountains,Sydney - Outer West and Blue Mountains,False
Hawkesbury Heights,NSW,-33.6657,150.6426,Sydney - Outer West and Blue Mountains,23.0,Sydney - Outer West and Blue Mountains,Sydney - Outer West and Blue Mountains,False
Winmalee,NSW,-33.6785,150.6121,Sydney - Outer West and Blue Mountains,23.0,Sydney - Outer West and Blue Mountains,Sydney - Outer West and Blue Mountains,False
Valley Heights,NSW,-33.7,150.5833,Sydney - Outer West and Blue Mountains,23.0,Sydney - Outer West and Blue Mountains,Sydney - Outer West and Blue Mountains,False
Woodford,NSW,-33.7333,150.4833,Adelaide - Central and Hills,23.0,Sydney - Outer West and Blue Mountains,Sydney - Outer West and Blue Mountains,True
Hazelbrook,NSW,-33.7245,150.4584,Sydney - Outer West and Blue Mountains,23.0,Sydney - Outer West and Blue Mountains,Sydney - Outer West and Blue Mountains,False
Leura,NSW,-33.7167,150.3333,Sydney - Outer West and Blue Mountains,23.0,Sydney - Outer West and Blue Mountains,Sydney - Outer West and Blue Mountains,False
Katoomba,NSW,-33.7198,150.3074,Sydney - Outer West and Blue Mountains,23.0,Sydney - Outer West and Blue Mountains,Sydney - Outer West and Blue Mountains,False
Medlow Bath,NSW,-33.6746,150.2788,Sydney - Outer West and Blue Mountains,23.0,Sydney - Outer West and Blue Mountains,Sydney - Outer West and Blue Mountains,False
Wentworth Falls,NSW,-33.7103,150.3753,Sydney - Outer West and Blue Mountains,23.0,Sydney - Outer West and Blue Mountains,Sydney - Outer West and Blue Mountains,False
Bullaburra,NSW,-33.7292,150.4177,Sydney - Outer West and Blue Mountains,23.0,Sydney - Outer West and Blue Mountains,Sydney - Outer West and Blue Mountains,False
Mount Werong,NSW,-33.754,150.0055,,2.0,Central West,Central West,True
Gurnang,NSW,-33.754,150.0055,Central West,2.0,Central West,Central West,False
Tarana,NSW,-33.5167,149.9167,Central West,2.0,Central West,Central West,False
The Meadows,NSW,-33.754,150.0055,Central West,2.0,Central West,Central West,False
Mount Olive,NSW,-33.754,150.0055,South Australia - Outback,2.0,Central West,Central West,True
Shooters Hill,NSW,-33.9167,149.8667,Central West,2.0,Central West,Central West,False
Yerranderie,NSW,-34.1167,150.2167,,23.0,Sydney - Outer West and Blue Mountains,Sydney - Outer West and Blue Mountains,True
Chatham Valley,NSW,-33.754,150.0055,Central West,2.0,Central West,Central West,False
