suburb,state,latitude,longitude,assigned_region,index_right,SA4_NAME21,final_region,was_different
Bena,VIC,-38.4167,145.7667,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Koonwarra,VIC,-38.55,145.95,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Walkerville South,VIC,-38.8599,145.9933,,34.0,Latrobe - Gippsland,Latrobe - Gippsland,True
Middle Tarwin,VIC,-38.6667,145.9333,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Walkerville North,VIC,-38.8432,145.9984,,34.0,Latrobe - Gippsland,Latrobe - Gippsland,True
Dumbalk,VIC,-38.5333,146.0833,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Tarwin,VIC,-38.5833,145.9833,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Meeniyan,VIC,-38.5769,146.0193,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Tarwin Lower,VIC,-38.7,145.85,,34.0,Latrobe - Gippsland,Latrobe - Gippsland,True
Dumbalk North,VIC,-38.5167,146.1667,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Buffalo,VIC,-38.65,146.0333,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Buffalo Creek,VIC,-38.65,146.0333,,34.0,Latrobe - Gippsland,Latrobe - Gippsland,True
Fish Creek,VIC,-38.6833,146.0833,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Waratah Bay,VIC,-38.8051,146.0694,,34.0,Latrobe - Gippsland,Latrobe - Gippsland,True
Boolarong,VIC,-38.5667,146.25,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Gunyah,VIC,-38.5333,146.3167,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Foster,VIC,-38.6527,146.2007,,34.0,Latrobe - Gippsland,Latrobe - Gippsland,True
Foster North,VIC,-38.653,146.2626,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Woorarra West,VIC,-38.5927,146.2166,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Yanakie,VIC,-38.8114,146.2057,,34.0,Latrobe - Gippsland,Latrobe - Gippsland,True
Wonga,VIC,-38.5968,146.2475,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Bennison,VIC,-38.6665,146.2711,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Mount Best,VIC,-38.6,146.3,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Turtons Creek,VIC,-38.55,146.25,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Wilsons Promontory,VIC,-38.9602,146.3677,,34.0,Latrobe - Gippsland,Latrobe - Gippsland,True
Port Franklin,VIC,-38.6833,146.2667,,34.0,Latrobe - Gippsland,Latrobe - Gippsland,True
Port Welshpool,VIC,-38.6992,146.4531,,34.0,Latrobe - Gippsland,Latrobe - Gippsland,True
Adams Estate,VIC,-38.4254,145.5318,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Corinella,VIC,-38.4141,145.4276,Shepparton,34.0,Latrobe - Gippsland,Latrobe - Gippsland,True
Caldermeade,VIC,-38.25,145.5333,,41.0,Melbourne - South East,Melbourne - South East,True
Lang Lang,VIC,-38.266,145.5621,,41.0,Melbourne - South East,Melbourne - South East,True
Lang Lang East,VIC,-38.2756,145.6531,,41.0,Melbourne - South East,Melbourne - South East,True
The Gurdies,VIC,-38.3847,145.5639,,34.0,Latrobe - Gippsland,Latrobe - Gippsland,True
Monomeith,VIC,-38.2167,145.5167,Melbourne - South East,41.0,Melbourne - South East,Melbourne - South East,False
Jam Jerrup,VIC,-38.3576,145.5241,,,,,False
Grantville,VIC,-38.407,145.5301,,34.0,Latrobe - Gippsland,Latrobe - Gippsland,True
Coronet Bay,VIC,-38.4391,145.4457,,34.0,Latrobe - Gippsland,Latrobe - Gippsland,True
Tenby Point,VIC,-38.4157,145.476,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Pioneer Bay,VIC,-38.3807,145.5495,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Pound Creek,VIC,-38.6159,145.8383,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Inverloch,VIC,-38.6266,145.7226,,34.0,Latrobe - Gippsland,Latrobe - Gippsland,True
Caramut,VIC,-37.95,142.5167,Warrnambool and South West,46.0,Warrnambool and South West,Warrnambool and South West,False
Byaduk North,VIC,-37.8928,141.9553,Warrnambool and South West,46.0,Warrnambool and South West,Warrnambool and South West,False
Bahgallah,VIC,-37.6959,141.3127,Warrnambool and South West,46.0,Warrnambool and South West,Warrnambool and South West,False
Brimboal,VIC,-37.3833,141.4,,46.0,Warrnambool and South West,Warrnambool and South West,True
Poolaijelo,VIC,-37.2324,141.0988,,44.0,North West,North West,True
Strathdownie,VIC,-37.7333,141.1833,,46.0,Warrnambool and South West,Warrnambool and South West,True
Wando Vale,VIC,-37.5167,141.45,Warrnambool and South West,46.0,Warrnambool and South West,Warrnambool and South West,False
Carapook,VIC,-37.55,141.5333,Warrnambool and South West,46.0,Warrnambool and South West,Warrnambool and South West,False
Powers Creek,VIC,-37.2,141.2833,North West,44.0,North West,North West,False
Chetwynd,VIC,-37.2833,141.4167,,44.0,North West,North West,True
Lindsay,VIC,-37.6002,141.1191,,46.0,Warrnambool and South West,Warrnambool and South West,True
Dergholm,VIC,-37.3833,141.2167,,44.0,North West,North West,True
Dunrobin,VIC,-37.4995,141.5467,Warrnambool and South West,46.0,Warrnambool and South West,Warrnambool and South West,False
Dorodong,VIC,-37.3332,141.0697,,44.0,North West,North West,True
Wando Bridge,VIC,-37.4833,141.4333,Warrnambool and South West,46.0,Warrnambool and South West,Warrnambool and South West,False
Lake Mundi,VIC,-37.55,141.0,,46.0,Warrnambool and South West,Warrnambool and South West,True
Warrock,VIC,-37.4402,141.3291,,46.0,Warrnambool and South West,Warrnambool and South West,True
Nangeela,VIC,-37.4995,141.5467,Warrnambool and South West,46.0,Warrnambool and South West,Warrnambool and South West,False
Sandford,VIC,-37.6167,141.4333,Mackay - Isaac - Whitsunday,46.0,Warrnambool and South West,Warrnambool and South West,True
Muntham,VIC,-37.5734,141.5443,Warrnambool and South West,46.0,Warrnambool and South West,Warrnambool and South West,False
Harrow,VIC,-37.1667,141.6,,46.0,Warrnambool and South West,Warrnambool and South West,True
Gatum,VIC,-37.4167,141.9333,Warrnambool and South West,46.0,Warrnambool and South West,Warrnambool and South West,False
Englefield,VIC,-37.3167,141.8333,Warrnambool and South West,46.0,Warrnambool and South West,Warrnambool and South West,False
Vasey,VIC,-37.3667,141.8833,Warrnambool and South West,46.0,Warrnambool and South West,Warrnambool and South West,False
Pigeon Ponds,VIC,-37.3,141.6833,Warrnambool and South West,46.0,Warrnambool and South West,Warrnambool and South West,False
Toorak,VIC,-37.8416,145.0144,,35.0,Melbourne - Inner,Melbourne - Inner,True
Kooyong,VIC,-37.8433,145.0358,,37.0,Melbourne - Inner South,Melbourne - Inner South,True
Ashburton,VIC,-37.8667,145.0833,,36.0,Melbourne - Inner East,Melbourne - Inner East,True
Ashwood,VIC,-37.8666,145.1055,,41.0,Melbourne - South East,Melbourne - South East,True
Tabilk,VIC,-36.85,145.1667,Hume,33.0,Hume,Hume,False
Dhurringile,VIC,-36.5319,145.2132,Shepparton,45.0,Shepparton,Shepparton,False
Murchison North,VIC,-36.5639,145.2628,Shepparton,45.0,Shepparton,Shepparton,False
Moorilim,VIC,-36.6167,145.3167,,33.0,Hume,Hume,True
Murchison East,VIC,-36.6167,145.25,,45.0,Shepparton,Shepparton,True
Moora,VIC,-36.5942,145.019,South Australia - South East,45.0,Shepparton,Shepparton,True
Rushworth,VIC,-36.5867,145.0175,Shepparton,45.0,Shepparton,Shepparton,False
Whroo,VIC,-36.65,145.0167,,45.0,Shepparton,Shepparton,True
Waranga Shores,VIC,-36.5342,145.0607,Shepparton,45.0,Shepparton,Shepparton,False
Arcadia South,VIC,-36.5738,145.3548,,33.0,Hume,Hume,True
Grahamvale,VIC,-36.3484,145.4362,Shepparton,45.0,Shepparton,Shepparton,False
Orrvale,VIC,-36.4167,145.45,Shepparton,45.0,Shepparton,Shepparton,False
Karramomus,VIC,-36.5264,145.4661,,45.0,Shepparton,Shepparton,True
Kialla,VIC,-36.4473,145.4142,Shepparton,45.0,Shepparton,Shepparton,False
Kialla East,VIC,-36.45,145.5333,Shepparton,45.0,Shepparton,Shepparton,False
Lemnos,VIC,-36.35,145.4667,Shepparton,45.0,Shepparton,Shepparton,False
Shepparton East,VIC,-36.4016,145.4777,Shepparton,45.0,Shepparton,Shepparton,False
Cosgrove South,VIC,-36.417,145.63,Shepparton,45.0,Shepparton,Shepparton,False
Shepparton North,VIC,-36.4467,145.4752,Shepparton,45.0,Shepparton,Shepparton,False
Kialla West,VIC,-36.4645,145.3878,Shepparton,45.0,Shepparton,Shepparton,False
Mount Major,VIC,-36.3606,145.6914,Shepparton,45.0,Shepparton,Shepparton,False
Dookie,VIC,-36.3273,145.6897,,45.0,Shepparton,Shepparton,True
Yabba North,VIC,-36.2167,145.6833,Shepparton,45.0,Shepparton,Shepparton,False
Yabba South,VIC,-36.2832,145.6917,Shepparton,45.0,Shepparton,Shepparton,False
Youanmite,VIC,-36.1625,145.6899,Shepparton,45.0,Shepparton,Shepparton,False
Nalinga,VIC,-36.4167,145.7167,,45.0,Shepparton,Shepparton,True
Tarnook,VIC,-36.5441,145.8744,Hume,33.0,Hume,Hume,False
Baddaginnie,VIC,-36.5833,145.8667,Hume,33.0,Hume,Hume,False
Warrenbayne,VIC,-36.6833,145.8667,Hume,33.0,Hume,Hume,False
Charlemont,VIC,-38.2187,144.3677,Geelong,32.0,Geelong,Geelong,False
Barwon Heads,VIC,-38.2745,144.4885,,32.0,Geelong,Geelong,True
Connewarre,VIC,-38.2667,144.4,,32.0,Geelong,Geelong,True
Breamlea,VIC,-38.2979,144.3857,,32.0,Geelong,Geelong,True
Bellbrae,VIC,-38.3333,144.2667,Geelong,32.0,Geelong,Geelong,False
Bells Beach,VIC,-38.3751,144.2564,,32.0,Geelong,Geelong,True
Jan Juc,VIC,-38.3445,144.2952,,32.0,Geelong,Geelong,True
Anglesea,VIC,-38.4073,144.1859,,32.0,Geelong,Geelong,True
Aireys Inlet,VIC,-38.464,144.1039,,32.0,Geelong,Geelong,True
Eastern View,VIC,-38.4827,144.027,,32.0,Geelong,Geelong,True
Fairhaven,VIC,-38.4577,144.0895,,32.0,Geelong,Geelong,True
Moggs Creek,VIC,-38.4658,144.0671,,32.0,Geelong,Geelong,True
Moriac,VIC,-38.2409,144.1748,Geelong,32.0,Geelong,Geelong,False
Gherang,VIC,-38.3113,144.1034,Geelong,32.0,Geelong,Geelong,False
Paraparap,VIC,-38.301,144.1915,Geelong,32.0,Geelong,Geelong,False
Mount Moriac,VIC,-38.2167,144.1833,Geelong,32.0,Geelong,Geelong,False
Modewarre,VIC,-38.25,144.1333,Geelong,32.0,Geelong,Geelong,False
Buckley,VIC,-38.2333,144.1,Geelong,32.0,Geelong,Geelong,False
Birregurra,VIC,-38.3368,143.7847,,46.0,Warrnambool and South West,Warrnambool and South West,True
Koorlong,VIC,-34.2985,142.0412,North West,44.0,North West,North West,False
Nichols Point,VIC,-34.2103,142.2112,,44.0,North West,North West,True
Hattah,VIC,-34.7625,142.2815,,44.0,North West,North West,True
Nyarrin,VIC,-35.3833,142.6833,North West,44.0,North West,North West,False
Straten,VIC,-35.3898,142.946,North West,44.0,North West,North West,False
Pier Milan,VIC,-35.3898,142.946,North West,44.0,North West,North West,False
Bimbourie,VIC,-35.3898,142.946,North West,44.0,North West,North West,False
Tyrrell Downs,VIC,-35.3667,142.9667,North West,44.0,North West,North West,False
Tyrrell,VIC,-35.3667,142.9667,North West,44.0,North West,North West,False
Lake Tyrrell,VIC,-35.3898,142.946,North West,44.0,North West,North West,False
Nandaly,VIC,-35.3,142.7,North West,44.0,North West,North West,False
Sea Lake,VIC,-35.5039,142.8498,North West,44.0,North West,North West,False
Ninda,VIC,-35.4667,142.75,North West,44.0,North West,North West,False
Winnambool,VIC,-34.9593,142.7535,North West,44.0,North West,North West,False
Cocamba,VIC,-35.116,142.8978,North West,44.0,North West,North West,False
Chinkapook,VIC,-35.1891,142.9431,North West,44.0,North West,North West,False
Turoar,VIC,-35.1667,143.05,North West,44.0,North West,North West,False
Manangatang,VIC,-35.0551,142.8823,North West,44.0,North West,North West,False
Bolton,VIC,-34.9666,142.8815,North West,44.0,North West,North West,False
Gerahmin,VIC,-35.0755,142.9014,North West,44.0,North West,North West,False
Liparoo,VIC,-34.7848,142.5431,,44.0,North West,North West,True
Robinvale,VIC,-34.5836,142.7723,,44.0,North West,North West,True
Wandown,VIC,-34.9978,142.8267,North West,44.0,North West,North West,False
Annuello,VIC,-34.85,142.8333,North West,44.0,North West,North West,False
Bannerton,VIC,-34.6992,142.7883,North West,44.0,North West,North West,False
Tol Tol,VIC,-34.6514,142.8258,,44.0,North West,North West,True
Wemen,VIC,-34.7887,142.6301,,44.0,North West,North West,True
Fairley,VIC,-35.6868,143.8612,North West,44.0,North West,North West,False
Capels Crossing,VIC,-35.6333,143.4333,North West,44.0,North West,North West,False
Reedy Lake,VIC,-35.6852,143.868,North West,44.0,North West,North West,False
Murrabit,VIC,-35.5322,143.9524,,44.0,North West,North West,True
Koroop,VIC,-35.7425,144.0736,North West,44.0,North West,North West,False
Normanville,VIC,-35.8161,143.7454,,44.0,North West,North West,True
Tragowel,VIC,-35.8513,143.9777,North West,44.0,North West,North West,False
Lake Meran,VIC,-35.8691,143.81,,44.0,North West,North West,True
Westby,VIC,-35.7091,143.8581,North West,44.0,North West,North West,False
Benjeroop,VIC,-35.4913,143.8604,,44.0,North West,North West,True
Mystic Park,VIC,-35.5535,143.7221,North West,44.0,North West,North West,False
Bael Bael,VIC,-35.7091,143.8581,North West,44.0,North West,North West,False
Sandhill Lake,VIC,-35.7248,143.685,North West,44.0,North West,North West,False
Pine View,VIC,-35.7091,143.8581,North West,44.0,North West,North West,False
Gonn Crossing,VIC,-35.5064,143.9308,,44.0,North West,North West,True
Milnes Bridge,VIC,-35.786,144.0824,North West,44.0,North West,North West,False
Dingwall,VIC,-35.811,143.8309,North West,44.0,North West,North West,False
Macorna,VIC,-35.9177,144.0305,,44.0,North West,North West,True
Kerang East,VIC,-35.7091,143.8581,North West,44.0,North West,North West,False
Meering West,VIC,-35.7091,143.8581,,44.0,North West,North West,True
Appin South,VIC,-35.9307,143.8642,,31.0,Bendigo,Bendigo,True
Murrabit West,VIC,-35.5193,143.9049,,44.0,North West,North West,True
Teal Point,VIC,-35.6746,144.0757,North West,44.0,North West,North West,False
Kerang,VIC,-35.7349,143.9203,North West,44.0,North West,North West,False
Budgerum East,VIC,-35.7792,143.6597,North West,44.0,North West,North West,False
Tresco,VIC,-35.5057,143.6748,North West,44.0,North West,North West,False
Tresco West,VIC,-35.463,143.6326,North West,44.0,North West,North West,False
Lake Boga,VIC,-35.463,143.6326,North West,44.0,North West,North West,False
Tyntynder South,VIC,-35.2788,143.5356,North West,44.0,North West,North West,False
Tyntynder,VIC,-35.241,143.541,,44.0,North West,North West,True
Murrawee,VIC,-35.2993,143.5131,North West,44.0,North West,North West,False
Ultima East,VIC,-35.2728,143.5885,North West,44.0,North West,North West,False
Pental Island,VIC,-35.4034,143.6912,,44.0,North West,North West,True
Murraydale,VIC,-35.2888,143.5587,,44.0,North West,North West,True
Woorinen South,VIC,-35.3938,143.5502,North West,44.0,North West,North West,False
Woorinen North,VIC,-35.2397,143.4314,North West,44.0,North West,North West,False
Woorinen,VIC,-35.264,143.471,North West,44.0,North West,North West,False
Beverford,VIC,-35.2238,143.4727,,44.0,North West,North West,True
Vinifera,VIC,-35.2031,143.3784,,44.0,North West,North West,True
Nyah,VIC,-35.1755,143.3774,,44.0,North West,North West,True
Nyah West,VIC,-35.1854,143.3508,North West,44.0,North West,North West,False
Miralie,VIC,-35.1102,143.2858,North West,44.0,North West,North West,False
Wood Wood,VIC,-35.1037,143.3383,,44.0,North West,North West,True
Towan,VIC,-35.1167,143.2333,North West,44.0,North West,North West,False
Natya,VIC,-34.9567,143.2252,,44.0,North West,North West,True
Lake Powell,VIC,-34.715,142.9078,,44.0,North West,North West,True
Kenley,VIC,-34.8434,143.3388,,44.0,North West,North West,True
Piangil,VIC,-35.0585,143.3063,,44.0,North West,North West,True
Kooloonong,VIC,-34.8774,143.1459,North West,44.0,North West,North West,False
Boundary Bend,VIC,-34.7213,143.1648,,44.0,North West,North West,True
Charleroi,VIC,-36.2886,147.1244,Hume,33.0,Hume,Hume,False
Sandy Creek,VIC,-36.3,147.1,Latrobe - Gippsland,33.0,Hume,Hume,True
Huon,VIC,-36.2333,147.0667,Hume,33.0,Hume,Hume,False
Bullioh,VIC,-36.1951,147.3257,Hume,33.0,Hume,Hume,False
Tallangatta,VIC,-36.2179,147.177,Hume,33.0,Hume,Hume,False
Tallangatta East,VIC,-36.202,147.3056,Hume,33.0,Hume,Hume,False
Georges Creek,VIC,-36.1673,147.273,Richmond - Tweed,33.0,Hume,Hume,True
Jarvis Creek,VIC,-36.1745,147.2222,Hume,33.0,Hume,Hume,False
Koetong,VIC,-36.1529,147.4953,Hume,33.0,Hume,Hume,False
Cudgewa,VIC,-36.1874,147.7752,Hume,33.0,Hume,Hume,False
Tintaldra,VIC,-36.052,147.9052,,33.0,Hume,Hume,True
Guys Forest,VIC,-36.0654,147.6481,Hume,33.0,Hume,Hume,False
Walwa,VIC,-35.9659,147.734,,33.0,Hume,Hume,True
Burrowye,VIC,-36.0279,147.5562,,33.0,Hume,Hume,True
Gooramadda,VIC,-36.0,146.55,,33.0,Hume,Hume,True
Boorhaman North,VIC,-36.095,146.2226,,33.0,Hume,Hume,True
Brimin,VIC,-36.0513,146.2249,,33.0,Hume,Hume,True
Rutherglen,VIC,-36.0543,146.4621,,33.0,Hume,Hume,True
Moyhu,VIC,-36.578,146.3784,Hume,33.0,Hume,Hume,False
Myrrhee,VIC,-36.75,146.3167,Hume,33.0,Hume,Hume,False
Whorouly South,VIC,-36.5937,146.5967,Hume,33.0,Hume,Hume,False
Whorouly East,VIC,-36.5384,146.6407,Hume,33.0,Hume,Hume,False
Whorouly,VIC,-36.5167,146.6,Hume,33.0,Hume,Hume,False
Bowmans Forest,VIC,-36.48,146.6342,Hume,33.0,Hume,Hume,False
Myrtleford,VIC,-36.561,146.7237,Hume,33.0,Hume,Hume,False
Nug Nug,VIC,-36.6656,146.7178,Hume,33.0,Hume,Hume,False
Mudgegonga,VIC,-36.6049,146.722,Hume,33.0,Hume,Hume,False
Gapsted,VIC,-36.5167,146.6833,Hume,33.0,Hume,Hume,False
Abbeyard,VIC,-36.6049,146.722,Hume,33.0,Hume,Hume,False
Merriang,VIC,-36.5721,146.6933,Hume,33.0,Hume,Hume,False
Merriang South,VIC,-36.6052,146.6707,Hume,33.0,Hume,Hume,False
Wonnangatta,VIC,-36.6049,146.722,,33.0,Hume,Hume,True
Barwidgee,VIC,-36.5067,146.7819,Hume,33.0,Hume,Hume,False
Buffalo River,VIC,-36.6333,146.6833,Hume,33.0,Hume,Hume,False
Dandongadale,VIC,-36.8,146.6667,Hume,33.0,Hume,Hume,False
Rosewhite,VIC,-36.5833,146.8773,Hume,33.0,Hume,Hume,False
Eldorado,VIC,-36.325,146.5539,Hume,33.0,Hume,Hume,False
Beechworth,VIC,-36.3583,146.6858,Hume,33.0,Hume,Hume,False
Woolshed,VIC,-36.3167,146.6333,Ipswich,33.0,Hume,Hume,True
Silver Creek,VIC,-36.3833,146.7167,Mackay - Isaac - Whitsunday,33.0,Hume,Hume,True
Murmungee,VIC,-36.45,146.6833,Hume,33.0,Hume,Hume,False
Wooragee,VIC,-36.2833,146.7833,Hume,33.0,Hume,Hume,False
Illowa,VIC,-38.3333,142.4167,,46.0,Warrnambool and South West,Warrnambool and South West,True
Koroit,VIC,-38.2918,142.3673,Warrnambool and South West,46.0,Warrnambool and South West,Warrnambool and South West,False
Yarpturk,VIC,-38.2816,142.4294,Warrnambool and South West,46.0,Warrnambool and South West,Warrnambool and South West,False
Tower Hill,VIC,-38.3333,142.35,,46.0,Warrnambool and South West,Warrnambool and South West,True
Kirkstall,VIC,-38.2667,142.3167,Warrnambool and South West,46.0,Warrnambool and South West,Warrnambool and South West,False
Yangery,VIC,-38.3192,142.4407,Warrnambool and South West,46.0,Warrnambool and South West,Warrnambool and South West,False
Willatook,VIC,-38.1667,142.2667,Warrnambool and South West,46.0,Warrnambool and South West,Warrnambool and South West,False
Crossley,VIC,-38.3,142.3333,Warrnambool and South West,46.0,Warrnambool and South West,Warrnambool and South West,False
Tarrone,VIC,-38.2769,142.1995,Warrnambool and South West,46.0,Warrnambool and South West,Warrnambool and South West,False
Warrong,VIC,-38.2333,142.3667,Warrnambool and South West,46.0,Warrnambool and South West,Warrnambool and South West,False
Newborough,VIC,-38.1717,146.2926,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Walhalla,VIC,-37.95,146.45,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Moe South,VIC,-38.2127,146.2524,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Coalville,VIC,-38.25,146.2667,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Aberfeldy,VIC,-37.7022,146.3791,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Caringal,VIC,-37.9937,146.3465,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Hernes Oak,VIC,-38.2209,146.3,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Willow Grove,VIC,-38.0833,146.2,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Toombon,VIC,-38.0569,146.2191,,34.0,Latrobe - Gippsland,Latrobe - Gippsland,True
Boola,VIC,-38.0569,146.2191,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Rawson,VIC,-37.9546,146.3993,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Amor,VIC,-37.9411,146.3981,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Moondarra,VIC,-38.0167,146.3667,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Erica,VIC,-37.9833,146.3667,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Walhalla East,VIC,-38.0569,146.2191,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Yallourn North,VIC,-38.1605,146.3645,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Fumina,VIC,-37.9103,146.0894,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Tanjil South,VIC,-38.1167,146.25,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Tanjil,VIC,-38.0569,146.2191,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Moe,VIC,-38.1783,146.261,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Jacob Creek,VIC,-38.0013,146.411,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Fumina South,VIC,-37.95,146.1167,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Yallourn,VIC,-38.1783,146.261,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Carrajung,VIC,-38.3667,146.6833,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Carrajung South,VIC,-38.3858,146.7974,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Tyers,VIC,-38.1489,146.4804,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Carrajung Lower,VIC,-38.4,146.7333,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Traralgon South,VIC,-38.2899,146.5462,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Mount Tassie,VIC,-38.3056,146.6253,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Blackwarry,VIC,-38.4,146.65,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Callignee,VIC,-38.3333,146.5833,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Koornalla,VIC,-38.3481,146.5253,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Loy Yang,VIC,-38.249,146.576,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Willung South,VIC,-38.35,146.7333,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Callignee South,VIC,-38.3833,146.6167,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Traralgon East,VIC,-38.3056,146.6253,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Traralgon,VIC,-38.1953,146.5415,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Callignee North,VIC,-38.3167,146.6,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Flynns Creek,VIC,-38.2506,146.6286,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Willung,VIC,-38.25,146.8167,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Hiamdale,VIC,-38.2011,146.8055,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Nambrok,VIC,-38.05,146.8833,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Giffard,VIC,-38.4167,147.0833,,34.0,Latrobe - Gippsland,Latrobe - Gippsland,True
Wurruk,VIC,-38.1167,147.0333,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Seacombe,VIC,-38.1167,147.4333,,34.0,Latrobe - Gippsland,Latrobe - Gippsland,True
Myrtlebank,VIC,-38.0669,147.0245,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
The Heart,VIC,-38.1167,147.1667,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Paradise Beach,VIC,-38.1962,147.4152,,34.0,Latrobe - Gippsland,Latrobe - Gippsland,True
Loch Sport,VIC,-38.0401,147.5918,,34.0,Latrobe - Gippsland,Latrobe - Gippsland,True
The Honeysuckles,VIC,-38.3536,147.2195,,34.0,Latrobe - Gippsland,Latrobe - Gippsland,True
Flamingo Beach,VIC,-38.2819,147.3046,,34.0,Latrobe - Gippsland,Latrobe - Gippsland,True
Seaspray,VIC,-38.3761,147.1906,,34.0,Latrobe - Gippsland,Latrobe - Gippsland,True
