suburb,state,latitude,longitude
Jerusalem Bay,Taupo District,-38.7209095073461,176.02543287793608
South Arm,Southland District,-45.53939494097744,167.41493701080591
Wharekakahu,Dunedin City,-45.87982926588508,170.71510566393223
Okahu Island,Far North District,-35.19833910928258,174.20942246899713
Te Hāpua Bay,Taupo District,-38.81734089007382,175.81409219616833
Lake Areare,Waikato District,-37.668466376744995,175.20072373595858
Cook's Cove,Area outside Territorial Authority,-38.378796810810194,178.33844260487203
Motuokino Island / Shag Rock,Thames-Coromandel District,-36.75066845993447,175.3913776468978
Tokomāpuna Island / Aeroplane Island,Kapiti Coast District,-40.88013622345561,174.92705161024566
Te Matau a Maui Bay,Marlborough District,-41.17595583415444,173.96807225623186
Kaikiekie / Bradshaw Sound,Southland District,-45.28210059945049,167.08444227074978
Deep Bay,Marlborough District,-41.22524615576707,174.25458580994885
Pig Island,Nelson City,-41.31106401197297,173.20146765298102
Te Teko Island,Waikato District,-37.76200761110232,174.929348336703
Ōhau Bay,Area outside Territorial Authority,-41.23888106944959,174.65083374744245
Pekapeka Bay,Far North District,-35.00897385514237,173.74522622646126
Ōpōtiki Bay,Marlborough District,-40.88525543586831,173.78551540242287
Kotanui Island / Frenchmans Cap,Auckland,-36.631022765651075,174.78067954258958
Jamestown,Southland District,-44.379172290517204,168.13303365466834
Kerr Bay,Tasman District,-41.810434709421436,172.84501117353543
Ngahau Bay,Area outside Territorial Authority,-35.44045168841747,174.39816033331604
Omaha Bay,Auckland,-36.32636028926719,174.83294855699256
Mercury Bay,Area outside Territorial Authority,-36.81288357135383,175.73304486752667
Deep Gully Bay,Christchurch City,-43.61744455468462,172.76767301060212
Waiiti Bay,Area outside Territorial Authority,-35.007517263623406,173.93389396000035
Roger Bay,Area outside Territorial Authority,-46.936431735634535,168.14831172611858
Atihau Island,Auckland,-35.913136287287045,175.098821508278
Manukau Harbour,Auckland,-37.04292557478554,174.71303470174118
Landing Bay,Southland District,-46.002826951258704,166.4797771939575
Seal Rock,Southland District,-45.75715464292044,166.57089989452376
Pig Bay,Marlborough District,-41.01048781346678,174.2017869299506
Cherry Bay,Marlborough District,-41.171736347193765,174.18670135567785
Hokoromea Island,Auckland,-35.91129609968431,175.1039232139788
Tia Island / Entrance,Southland District,-47.07342953377967,168.2206833258879
Māhungarape Island / Round Island,Thames-Coromandel District,-36.791680561630514,175.7520635936201
Hāwea Island,Southland District,-45.59103572610367,166.643815943983
Mosquito Bay,Tasman District,-40.91291686065071,173.06219719310982
Lake Cove,Southland District,-45.86478720381074,166.70500242380277
Waingaehe/Holdens Bay,Rotorua District,-38.11488513551778,176.29527805190403
Orua Bay,Area outside Territorial Authority,-36.86556397819497,175.8264701773358
Kisbee Bay,Southland District,-46.10972462086603,166.70377065469185
South Bay,Area outside Territorial Authority,-42.43051511698471,173.68551911190542
Challenger Island / Little Kawau Island,Auckland,-36.45276305155635,174.87295923438845
Raupo Bay,Area outside Territorial Authority,-43.659573620027594,173.04248301910715
Motumareti Island,Far North District,-35.311574980674976,174.16891182063466
Tapuaenui Bay,Wairoa District,-38.73271507092674,177.0524331578407
Aute Bay,Area outside Territorial Authority,-36.13518989215774,174.2315479458931
Kapiti Island,Kapiti Coast District,-40.85551545335791,174.9109628127221
Mellons Bay,Auckland,-36.881664691666074,174.93096948060972
Two House Bay,Auckland,-36.427277999206666,174.82047524933577
Sandy Bay,Wairoa District,-38.79919248427869,177.11578290162993
Woodmans Bay,Marlborough District,-40.89976526936151,173.85010287382232
Bignell Reef,Area outside Territorial Authority,-43.85611824664221,168.89699099557822
Parorenui Bay,Far North District,-35.24663428738473,174.22788395766443
Moikarurangi Bay,Marlborough District,-41.26287039440007,174.04838917055105
Opua Forest,Far North District,-35.31561136244283,174.0644758190448
Bravo Island,Southland District,-46.96211956163777,168.13578099894644
Linklater Bay,Area outside Territorial Authority,-46.90741001221836,168.05650708448812
Taura Rock,Whangarei District,-35.88910817246917,174.78127292229777
White Island,Southland District,-46.74684534600404,168.4737322204868
Oruapopou Island,Area outside Territorial Authority,-36.642447557721646,175.441213357106
Mangakara Bay,Ōtorohanga District,-38.09646388829023,174.86876424382203
Mourā Bay,Rotorua District,-38.22034151546458,176.430943266088
Hekerua Bay,Auckland,-36.779681326611694,175.02455671320044
Sugarloaf,Auckland,-36.175260660664875,175.1122338998369
Shag Cove,Marlborough District,-41.12312489728718,173.87998523581498
Willsher Bay,Area outside Territorial Authority,-46.401147915813205,169.78672840393676
Wainui Inlet,Tasman District,-40.817911757516534,172.94440347944757
Awarua Bay,Invercargill City,-46.57823374964996,168.46914428790694
Garnet Rock,Southland District,-45.76129148986296,166.73231401709702
Te Wakaapani,Marlborough District,-40.69185027819608,173.94914137605542
Fishermans Bay,Area outside Territorial Authority,-43.83374040587069,173.0950542080091
Pūriri Bay,Marlborough District,-41.17518307218008,174.32284276554603
Kapowai Bay,Marlborough District,-40.90267899577619,173.8419447449288
Te Arakoau Island,Wairoa District,-38.71629275336635,177.1653617038694
Puriri Bay,Whangarei District,-35.36524532267539,174.35743305094616
Stead Bay,Area outside Territorial Authority,-35.95731509925054,174.6973398680044
Otūmūtū,Rotorua District,-38.168529870118405,176.40023971594982
Taurikura Bay,Whangarei District,-35.82845196134698,174.52613283911978
Wilson Bay,Area outside Territorial Authority,-36.88912776045456,175.42458535341683
Waipapa Bay,Area outside Territorial Authority,-42.21126649909731,173.87647367921952
Rene Cove,Marlborough District,-40.798332904496455,173.86727384822157
Entrance Island,Area outside Territorial Authority,-45.10215496954946,167.02245930445554
Taiharuru Bay,Area outside Territorial Authority,-36.61309299667461,175.5665481155282
West Bay,Tasman District,-41.805608438263064,172.8279611641937
Curlew Island,Southland District,-45.78661026661504,166.61271912134345
Otarawa Island,Whangarei District,-35.71466818362215,174.560759879667
Cecil Peak,Queenstown-Lakes District,-45.15012413694664,168.6188329096154
Okura Bay,Area outside Territorial Authority,-35.34929061356582,174.3753907295596
Cow Island,Area outside Territorial Authority,-36.80541506525157,175.40185137051702
The Haystack / Moturaka,Marlborough District,-40.90676119749544,174.09157387805243
Allman Bay,Marlborough District,-40.783978851019015,173.87099714982983
Waikahoa Bay,Area outside Territorial Authority,-35.44123431680458,174.41043154795855
The Amphitheatre,Area outside Territorial Authority,-43.88840692155032,172.98496349588518
Tawhi,Marlborough District,-40.912387934464704,173.7616044578729
Lake Ōmāpere,Far North District,-35.34752232791679,173.7933501058214
Entry Island,Southland District,-45.74534519025789,166.50775916936195
Pegasus Bay,Area outside Territorial Authority,-43.31402542068344,172.8753242069554
Rosie Bay,Wairoa District,-38.78791952789902,177.12748013404507
Tāhoro / Union Bay,Auckland,-36.986052499519815,174.47052461090684
Canterbury Bight,Area outside Territorial Authority,-44.107765912245235,172.01378471057114
Matawhaura Bay,Rotorua District,-38.02453784375672,176.51588548083387
Arran Island,Southland District,-45.16394026868356,167.62656361192893
Motu Kauri Island,Far North District,-35.04240378331893,173.73003257292507
Whitianga Harbour,Thames-Coromandel District,-36.8656510513884,175.69270704924438
Tow Rock,Area outside Territorial Authority,-45.91224950843918,170.64805275431326
Secretary Island,Southland District,-45.23479104302675,166.93818871399165
Hamilton Cove,Marlborough District,-40.985323607992925,173.9049217416844
Piwhane / Spirits Bay,Area outside Territorial Authority,-34.43707366003351,172.81819103781476
Pakiaka Bay,Wairoa District,-38.736036521774885,177.0583609947317
Christys Bay,Marlborough District,-41.245501824611885,173.98999315968388
Tiraora Bay,Marlborough District,-41.08512702784156,173.87240287606684
Blackwood Bay or Tahuahua Bay,Marlborough District,-41.21179818597697,174.09565415033327
Omaha Cove,Auckland,-36.290043612989926,174.8114422255815
Sandy Bay,Auckland,-36.778499168841805,175.0273139884409
Bird Rock,Auckland,-35.90228733531041,175.10908393997084
Pinnacle Rock,Area outside Territorial Authority,-42.448152705404986,173.58423070217097
Oyster Bay,Area outside Territorial Authority,-47.0667963113245,168.15972144816715
Te Awaroa / Long Sound,Southland District,-45.9894389274639,166.81102308581347
Apiti Bay,Wairoa District,-38.72632095817638,177.06182519747588
Waikākaramea Bay,Marlborough District,-41.201445403971384,174.251190046267
McCallum Bay,Auckland,-36.91516703086546,175.16047738785187
Gardiner Gap,Auckland,-36.77175047801906,174.89289419788898
Kuranui Bay,Area outside Territorial Authority,-37.12187256611882,175.5228077163695
Big Bay,Marlborough District,-41.01095148075403,173.7233013546948
Pataua Island,Ōpōtiki District,-38.03243953821431,177.14382275404856
Haumai Bay,Marlborough District,-41.14476144961784,174.34627512029274
Monowai Lake,Southland District,-45.86760967892159,167.42489783492752
Otarawhata Island,Area outside Territorial Authority,-37.53302851926969,177.98317305948115
Pohuenui,Marlborough District,-41.01222629746666,173.9769744737179
Punt Arm,Marlborough District,-40.86508303550438,173.8324425942772
Timore Island / Chimneys,Southland District,-47.138914654611135,167.51687932259165
Wilson Bay,Area outside Territorial Authority,-35.954245642793914,174.69637220446086
Moores Bay,Auckland,-36.425352705665,174.8533074544691
Resolution Bay,Marlborough District,-41.12310673455598,174.22348662921758
Whale Rock,Area outside Territorial Authority,-36.695894290054426,175.92068202762218
Motutara Bay,Area outside Territorial Authority,-34.86013409441866,173.28719920540783
Takapaukura / Tom Bowling Bay,Area outside Territorial Authority,-34.41658079921805,172.96203513284678
Rosalie Bay,Auckland,-36.31938200994334,175.5419501998437
Motutara Island,Far North District,-34.9241967335817,173.57609068350965
Omiru Bay,Area outside Territorial Authority,-34.9942420875583,173.85639121508876
Moturoa Island,Far North District,-34.77043026806077,173.34710785748152
Sailors Rest,Area outside Territorial Authority,-46.97062825355052,168.145734821937
Oyster Island,Auckland,-36.14215739513035,175.32479182412828
Kaihiki Bay,Far North District,-35.18336871147343,174.05806853982983
Te Rā / Dagg Sound,Southland District,-45.40280530168555,166.82204293846735
Leask Bay,Area outside Territorial Authority,-46.89761827303905,168.14479646571888
Farmer Bay,Auckland,-36.43316170297555,174.8164307550486
Te Poupouotu,Southland District,-45.41382775631846,167.01596601172315
The Cove,Auckland,-36.11960985814672,175.492428795008
Te Karo Bay,Area outside Territorial Authority,-36.963350725779605,175.84657387254234
Pukerauaruhe Island,Christchurch City,-43.6267748809798,172.82689804420312
Tawhitinui Reach,Marlborough District,-41.05058746897523,173.90822042666923
Jackson Bay/Okahu,Area outside Territorial Authority,-43.95663721537634,168.73725768806608
Wharetata Bay,Rotorua District,-38.040170281257545,176.37378119026792
Maukiekie Island,Area outside Territorial Authority,-45.36295534656628,170.8643368460818
Mullet Bay,Auckland,-36.752852621071895,174.93365706109216
Tutaetaka Island,Western Bay of Plenty District,-37.56333216218023,175.94715576386673
Kotukutuku Inlet,Auckland,-36.77570676423713,174.6354359262022
Ahimanu Bay,Wairoa District,-38.75413090621758,177.02268952061206
Motukōkako Island / Piercy Island,Far North District,-35.164902631143505,174.33950638430707
Tutemohuta Bay,Taupo District,-38.80286256573798,176.05281463804866
Caroline Bay,Area outside Territorial Authority,-44.38306575578524,171.25121401717118
Motu Kaimeanui Island,Area outside Territorial Authority,-37.66877310388945,177.79857250339316
Lake Wairarapa,South Wairarapa District,-41.215165460735655,175.24348344619943
Jack Ryan Bay,Auckland,-36.2779045253909,175.43236259134062
Waiti Bay,Auckland,-36.77655391312857,175.187735833911
Anchor Island,Southland District,-45.75691418979722,166.52006890460973
Motukumara Rock,Area outside Territorial Authority,-35.23606089672443,174.31420048073508
Chelsea Bay,Auckland,-36.82165900349777,174.72822039333252
Loughlins Bay,Area outside Territorial Authority,-37.09030755060946,175.5107447197023
Tasman River,Mackenzie District,-43.84312567691317,170.14431832134366
White Horse Rock,Marlborough District,-40.9675603329415,173.95391466938932
Pinnacle Island,Tasman District,-40.92946094230662,173.0648194174402
Ducksfoot Bay,Area outside Territorial Authority,-43.707409873928334,173.10788178702552
Howe Rock,Far North District,-35.174877069420226,174.1165619478518
Kapokapo Bay,Area outside Territorial Authority,-37.56463900240105,178.31915279659674
Buller Bay,Area outside Territorial Authority,-46.92050445725947,168.19323857292187
Whanarua Bay,Area outside Territorial Authority,-37.67222815302802,177.78644834544576
Korua Bay,Waikato District,-37.99541465182801,174.82376785449543
Mangawhai Harbour,Kaipara District,-36.10900728376253,174.5900842570052
Matakatia Bay,Auckland,-36.62709754401366,174.7738134033319
Ōkiwi Bay,Area outside Territorial Authority,-42.22110241158524,173.86258631438665
Ohinetekawa Bay,Wairoa District,-38.78062935460401,177.08142252608894
Waikererū Bay,Rotorua District,-38.12299395151063,176.41817912360634
Rerekarua Bay,Marlborough District,-40.94339252483125,173.84489338547692
Prospect Bay,Auckland,-36.38823493599671,174.77862141306903
Rahui Island,Wairoa District,-38.71213917258884,177.17587106873805
Motukoruenga Island,Thames-Coromandel District,-36.73014367753261,175.83751337940424
White Island,Area outside Territorial Authority,-45.933529475921894,170.4985755495091
Chance Bay,Marlborough District,-41.14546627510527,173.82282917543276
Moanarua Island,Whangarei District,-35.34534530889587,174.3741726740284
Te Rere Bay,Auckland,-36.267234502295366,174.77940887184303
Motutara Island,Whangarei District,-35.641614436728325,174.53414034036132
Owhanake Bay,Auckland,-36.771718202519,174.99330821279105
Kuripapango,Hastings District,-39.401203213687204,176.36449324283325
Patio Bay,Auckland,-36.83260923289208,175.15871597930303
Stanley Bay,Auckland,-36.829499664979195,174.77909772119182
Orau Cove,Auckland,-36.17047058886153,175.08229483223982
Pareanui Bay,Far North District,-35.24636514454581,174.221117020094
Misery Bay,Area outside Territorial Authority,-47.10604714910854,168.0737193528843
Tauarau Bay,Rotorua District,-38.030240677087754,176.4044129189281
Okiwa Bay,Marlborough District,-41.27511987292347,173.91320824689353
Matakowhai Bay,Ōtorohanga District,-38.01163772383666,174.85161722956883
Kaiwha Rock,Area outside Territorial Authority,-35.35523901077781,174.37983499150155
Codfish Island / Whenua Hou,Southland District,-46.773418931977304,167.63077033792817
Motutere Bay,Taupo District,-38.883537610887124,175.9605819768885
Whaler Cove,Area outside Territorial Authority,-36.641728877859265,175.79842386843745
Ngahere Bay,Auckland,-37.14110894885157,174.69420004448097
Pinafore Bay,Hurunui District,-42.69173540969604,172.1921460489143
Waihi Estuary,Western Bay of Plenty District,-37.76874281642504,176.48130529853705
Glen Bay,Christchurch City,-43.81266311504683,172.951531327395
Lee Island,Southland District,-45.03373635660043,167.8728064767155
Motukiore Island,Whangarei District,-35.31617978529075,174.32655117460337
South Port,Southland District,-46.041311315561515,166.5999016466818
Bounty Haven,Southland District,-44.86735058094863,167.5080904248208
Rāpatu Bay,Rotorua District,-38.24248150947502,176.4501407022556
Ōkahutoroa Bay,Rotorua District,-38.03569338227078,176.40108829443892
Woodside Bay,Auckland,-36.83639977801717,175.08198908055368
Lake Dunstan,Central Otago District,-45.0218685476644,169.25420072966378
Upokororo Bay,Wairoa District,-38.74415917535676,177.03649810370771
Te Raoa Bay,Wairoa District,-38.78242671792709,177.0433148231514
Whangateau Harbour,Auckland,-36.3303091331004,174.7677138731781
Rotongaio Bay,Taupo District,-38.79091090091949,176.06879984270068
Otuwhanga Island,Far North District,-35.17070922928555,174.33266048641977
Cannibal Cove,Marlborough District,-41.07969505368862,174.25533233323026
Ninepin Rock,Marlborough District,-40.91455003323254,174.0543419211687
Mangati Bay,Auckland,-36.25072055831496,175.37399964540407
Maramaratotara Bay,Area outside Territorial Authority,-36.828808854110946,175.72015120064927
Manning Bay,Area outside Territorial Authority,-46.93398813122918,168.17096244050262
Te Miro Bay,Auckland,-36.7912325149724,174.98340053589126
Fletcher Bay,Area outside Territorial Authority,-36.47403918896823,175.3907036358456
Camp Bay,Westland District,-42.841866465088145,171.1625298118442
Tiwai Point,Invercargill City,-46.59559593900999,168.44768171811157
Jacobs Bay,Marlborough District,-41.111819612646904,173.88719619124228
Nagle Cove,Auckland,-36.14158023902629,175.3209372165677
Maraetai Bay,Area outside Territorial Authority,-37.73093906597277,177.68272230870335
Te Awarua-o-Porirua Harbour (Pauatahanui Arm),Porirua City,-41.097041813527284,174.89199550994243
Motuwinukenuke Island / Square Island,Thames-Coromandel District,-36.681923461685244,175.41009457381548
Wynens Bay,Marlborough District,-40.96611462538528,174.0088494484948
Motunau Island,Area outside Territorial Authority,-43.062022460499186,173.07797803434303
Church Bay,Whangarei District,-35.61659867379638,174.53016465912646
Connells Bay,Auckland,-36.82831733733428,175.16376844893014
Motu Wai Island / Red Island,Far North District,-35.05021920515211,173.7321256537095
Tawatawa Bay,Area outside Territorial Authority,-35.88497976765312,174.7809232646448
Tōrea Rocks,Area outside Territorial Authority,-41.62129408958608,171.85588961502688
Te Waipapa / Diamond Harbour,Christchurch City,-43.623936372292114,172.73082167790866
Okupu Bay,Auckland,-36.264323835879736,175.44044227030042
Opahekeheke Island,Auckland,-36.617759712286684,174.38114250463082
Long Bay,Auckland,-36.67951872997348,174.75638030136605
McKenzie Bay,Auckland,-36.77972046971966,174.82882311219316
Whareponga Bay,Area outside Territorial Authority,-37.97069007671105,178.38131317902085
Koi Island,Auckland,-36.82703499646336,175.05545313959334
Kundy Island,Southland District,-47.11944420561444,167.55313344626816
Kokorua Bay,Area outside Territorial Authority,-41.08354688918056,173.55554579407016
Supper Cove,Southland District,-45.7077207970035,166.94966208045076
Motuarahi Island,Far North District,-35.283912869610525,174.1014867861241
Hobbs Bay,Marlborough District,-41.09660429871578,173.67110799699844
Waikutakuta / Robin Hood Bay,Area outside Territorial Authority,-41.35987876698249,174.08030223451973
Waipu Cove,Area outside Territorial Authority,-36.02823791935197,174.50813988881146
Benford Bay,Westland District,-43.04575779613301,170.6237033057775
Motukowhai Island,Whangarei District,-35.36483523913784,174.34140769633242
Four Mile Bay,Taupo District,-38.72752876695427,176.06293060061552
Pikaroro Bay,Area outside Territorial Authority,-47.03919848674329,168.21208652250033
Motuwi Island (Double Island),Thames-Coromandel District,-36.67559012184664,175.40243983872597
Mokopuna Island,Lower Hutt City,-41.25142232616513,174.86485587837726
Motuone Island,Far North District,-35.161327757094334,174.01724729124686
Wainui Bay,Marlborough District,-40.922771536337315,173.82294868160832
Cascade Bay,Area outside Territorial Authority,-34.16722168595551,172.13521258729088
Te Whau Bay,Area outside Territorial Authority,-34.41820185743819,172.8952526562561
Pipi Rocks,Area outside Territorial Authority,-46.9382896654384,168.16370866777044
Motukaramarama Island (Bush Island),Thames-Coromandel District,-36.67978151344215,175.39358989035196
Daniel Bay,Auckland,-37.01343459512881,174.5944031093816
Waiatapaua Bay,Area outside Territorial Authority,-35.32420490597092,174.3653607212338
Tawapata Bay,Area outside Territorial Authority,-39.200860933277156,177.92019001535715
Stephens Island / Takapourewa,Marlborough District,-40.67110809816068,173.99701956953987
Acheron Anchorage,Area outside Territorial Authority,-47.201997776919754,167.66708261603506
Hen and Chickens Islands,Whangarei District,-35.96126207302965,174.6983056895234
Taylors Bay,Auckland,-36.321391958062236,175.4776002362067
Sandfly Bay,Area outside Territorial Authority,-45.89912630283302,170.64348483300964
Twilight Bay,Area outside Territorial Authority,-47.16215591751155,167.69914593583252
Thoms Bay,Marlborough District,-41.219630188090406,174.29511183849183
Hebe Island,Southland District,-47.21743113313657,167.6387742200891
Little Hump,Thames-Coromandel District,-36.97626477385075,176.09006466900289
Howell Bay,Thames-Coromandel District,-36.85207859421257,175.42752351850567
Oyster Bay,Marlborough District,-41.303502525801015,174.117732993033
Te Waharoa,Auckland,-36.86735930868235,174.432108975114
Pickersgill Harbour,Southland District,-45.79463085635856,166.5795478740083
Five Mile Bay,Taupo District,-38.75638877201365,176.066345686377
The Pinnacles,Thames-Coromandel District,-36.47010554836181,175.41360255726923
Garne Bay,Marlborough District,-41.008905415340934,173.78743534478963
Whekenui Bay,Marlborough District,-41.20325225377824,174.30668148257274
Castor Bay,Auckland,-36.76480427814085,174.77150827968833
Otupoho Bay,Far North District,-35.2226481385768,174.1970827611859
Neck Cove,Southland District,-45.18852938595231,166.9755601180807
Anaura Bay,Area outside Territorial Authority,-38.23483655621477,178.32686141693287
Brod Bay,Southland District,-45.399712100742576,167.67391546835316
Boat Bay,Area outside Territorial Authority,-37.36974464542342,175.9407900490468
Mōioio Island,Marlborough District,-41.24402084472967,174.21513659139862
Martins Bay,Auckland,-36.452979583674875,174.76875651047882
Pancake Rocks,Buller District,-42.114768128790175,171.3284401675283
Lake Ātiamuri,"Rotorua District, South Waikato District, Taupo District",-38.3834405121246,176.04049062086634
Cable Bay,Area outside Territorial Authority,-34.98902285187504,173.48448774978445
Takerau Bay,Area outside Territorial Authority,-34.92623371744938,173.5542074755627
Jerdans Bay,Marlborough District,-41.31685564466586,174.16700314152854
Te Wharu Bay,Ōtorohanga District,-38.05478648554595,174.83534719199824
Ngaio Island,Tasman District,-41.025617465463164,173.02340153169575
Matarahui Bay,Auckland,-36.81202214339037,174.992872884814
Dryden Bay,Marlborough District,-41.17452780371958,174.18707279190122
Pareanui Bay,Far North District,-35.24847993080821,174.19366307980306
Karipaka Bay,Auckland,-36.795907134070376,175.15950970827765
Murimotu Island,Far North District,-34.414692341789674,173.04998721797847
Marble Bay,Area outside Territorial Authority,-35.00022158017197,173.79290991985891
Puawai Bay,Auckland,-36.60567213892962,174.71583818765998
Sunday Cove,Southland District,-45.59443704005065,166.74309547462033
South East Bay,Area outside Territorial Authority,-34.153999173361626,172.14464982306265
Ruruwhango Bay,Auckland,-36.74132369082755,175.16671384549616
Wainīkau Bay,Rotorua District,-38.00099845319685,176.52077952357342
Motutere Island,Area outside Territorial Authority,-36.176878936404755,174.30519406237082
Tarahiki Island / Shag Island,Auckland,-36.79019211397716,175.2265838668049
Sandy Bay,Area outside Territorial Authority,-36.52415747641823,175.4606537841567
Four Fathom Bay,Marlborough District,-41.15058942429463,173.8805137745772
Cherry Bay,Marlborough District,-41.20826591051927,174.11772281137934
Golden Bay,Area outside Territorial Authority,-46.90414988050405,168.1229144411362
Motueka Bay,Marlborough District,-41.249613413610476,174.0755758814133
Whiorau/Lowry Bay,Area outside Territorial Authority,-41.25854564608896,174.90451620072082
Ōreteiti Bay,Area outside Territorial Authority,-37.55113493541821,178.26528673139023
Wakaterepapanui Island,Marlborough District,-40.75252461790136,173.99336809218673
Hanata Island,Area outside Territorial Authority,-43.617585976877656,169.45638274957633
Soldiers Bay,Auckland,-36.813529569351495,174.6952002763045
Canoe Cove,Westland District,-42.80078028881054,171.14412602121223
Sibson Bay,Area outside Territorial Authority,-35.970194909638856,174.70948693038792
Ōparapara / Samson Bay,Marlborough District,-41.06514952857703,173.71721995149983
Waiheke Bay,Auckland,-36.77299958482783,175.05300127057941
Awaawaroa Bay,Far North District,-35.22669483781655,174.19963573151654
Ōwhiro Bay,Area outside Territorial Authority,-41.34806934875547,174.75727882789363
Admiralty Bay,Marlborough District,-40.951170230453386,173.87048236730917
Ōhiwa Harbour,Whakatane District,-37.98935090851709,177.090472856893
Elsie Bay,Marlborough District,-40.981347570630014,173.83561616865708
Anzac Bay,Auckland,-36.8011446692477,175.05059250102786
Lion Rock,Area outside Territorial Authority,-35.11109598118104,174.05962499110842
Onepoto Bay,Far North District,-35.22423346882486,174.2568548104755
Eastern Bay,Area outside Territorial Authority,-46.94340273679924,168.17788551370964
Mawhitipana Bay,Auckland,-36.77720427284915,175.0418797091877
Tumbledown Bay,Area outside Territorial Authority,-43.85694843150996,172.76839001189973
Honepoto Rock,Area outside Territorial Authority,-36.61226915217954,175.56516271797904
Ngākuta Bay,Marlborough District,-41.26956255264699,173.962850208084
Lake Rotorua/Te Rotorua nui ā Kahumatamomoe,Rotorua District,-38.078506845021025,176.27157724955913
Lake Otamangakau,Ruapehu District,-39.00232748139936,175.62822467384592
Pirikawau Island,Far North District,-35.201904584293985,173.99129601522395
Te Awaroa Bay,Taupo District,-38.75652511334543,175.73717946172337
Pirapu Bay,Marlborough District,-41.205662538256924,174.13227685281277
Boat Passage Islands,Southland District,-46.96595828531671,168.16297194389284
Ōtara Bay,Area outside Territorial Authority,-35.42541313050956,174.3651055776555
Te Kohuroa / Mathesons Bay,Auckland,-36.304675879970326,174.7984183297545
Taipare Bay,Marlborough District,-41.010716154298855,173.73473652066613
Crater Bay,Area outside Territorial Authority,-35.47575581595245,174.7433555555822
Rocky Island,Far North District,-34.775030330598554,173.3939654331086
Maori Garden Bay,Auckland,-36.71903004290268,174.95444304799335
Mokiiti / Little Moggy Island,Southland District,-47.13964212595963,167.41616659651817
