suburb,state,latitude,longitude,index_right,DISTRICT,ST_NM,ST_CEN_CD,DT_CEN_CD,censuscode,final_region,was_different
Narsimhapur,Madhya Pradesh,22.934790821155,79.08730519866404,402.0,Narsimhapur,Madhya Pradesh,23.0,35.0,452.0,Narsimhapur,False
Nashik,Maharashtra,20.260093811364023,74.07164291828809,403.0,Nashik,Maharashtra,27.0,20.0,516.0,Nashik,False
Navsari,Gujarat,20.815313985741195,73.08963082303548,404.0,Navsari,Gujarat,24.0,23.0,490.0,Navsari,False
Nawada,Bihar,24.81124766755069,85.59419998575333,405.0,Nawada,Bihar,10.0,35.0,237.0,Nawada,False
Nayagarh,Odisha,20.213311726135863,84.99932117521844,406.0,Nayagarh,Odisha,21.0,16.0,385.0,Nayagarh,False
Neemuch,Madhya Pradesh,24.606030268835536,75.14464675117601,407.0,Neemuch,Madhya Pradesh,23.0,15.0,432.0,Neemuch,False
Sri Potti Sriramulu Nellore,Andhra Pradesh,14.427874983732284,79.73413283137594,408.0,Sri Potti Sriramulu Nellore,Andhra Pradesh,28.0,19.0,550.0,Sri Potti Sriramulu Nellore,False
New Delhi,NCT of Delhi,28.610886398197064,77.21397139862047,409.0,New Delhi,NCT of Delhi,7.0,5.0,94.0,New Delhi,False
Nizamabad,Andhra Pradesh,18.526534476729854,78.14401402105177,410.0,Nizamabad,Andhra Pradesh,28.0,2.0,533.0,Nizamabad,False
North,NCT of Delhi,28.71058294081715,77.21153514731198,418.0,North West,NCT of Delhi,7.0,1.0,90.0,North West,False
North,Sikkim,27.74381446838575,88.53246063099624,412.0,North,Sikkim,11.0,1.0,241.0,North,False
North 24 Parganas,West Bengal,22.467109755355647,88.78009571359752,413.0,North 24 Parganas,West Bengal,19.0,11.0,337.0,North 24 Parganas,False
Dima Hasao,Assam,25.377516898237683,93.03411535949785,414.0,Dima Hasao,Assam,18.0,16.0,315.0,Dima Hasao,False
North East,NCT of Delhi,28.70770331201297,77.27397176304436,415.0,North East,NCT of Delhi,7.0,3.0,92.0,North East,False
North Goa,Goa,15.552609128073884,73.9806323245723,416.0,North Goa,Goa,30.0,1.0,585.0,North Goa,False
North Tripura,Tripura,24.130905974771206,92.15547190048405,417.0,North Tripura,Tripura,16.0,4.0,292.0,North Tripura,False
North West,NCT of Delhi,28.76881498291095,77.0868702405544,418.0,North West,NCT of Delhi,7.0,1.0,90.0,North West,False
Nuapada,Odisha,20.46639587080677,82.5782722882856,419.0,Nuapada,Odisha,21.0,25.0,394.0,Nuapada,False
Osmanabad,Maharashtra,18.18976785393147,76.03839132550843,420.0,Osmanabad,Maharashtra,27.0,29.0,525.0,Osmanabad,False
Pakur,Jharkhand,24.563487614654605,87.66411790938703,421.0,Pakur,Jharkhand,20.0,8.0,353.0,Pakur,False
Palakkad,Kerala,10.794863908842858,76.5585480359929,422.0,Palakkad,Kerala,32.0,6.0,593.0,Palakkad,False
Palamu,Jharkhand,24.202836507046648,84.16737327385135,423.0,Palamu,Jharkhand,20.0,13.0,358.0,Palamu,False
Pali,Rajasthan,25.709708783140616,73.52137856554907,424.0,Pali,Rajasthan,8.0,20.0,118.0,Pali,False
Palwal,Haryana,28.047629026933727,77.31833410150789,425.0,Palwal,Haryana,6.0,21.0,89.0,Palwal,False
Panch Mahals,Gujarat,22.904913415438617,73.66426956585457,426.0,Panch Mahals,Gujarat,24.0,17.0,484.0,Panch Mahals,False
Panchkula,Haryana,30.686134464155703,76.97757930121881,427.0,Panchkula,Haryana,6.0,1.0,69.0,Panchkula,False
Panipat,Haryana,29.332667215418848,76.92632056674758,428.0,Panipat,Haryana,6.0,7.0,75.0,Panipat,False
Panna,Madhya Pradesh,24.42155057940793,80.19187820843598,429.0,Panna,Madhya Pradesh,23.0,9.0,426.0,Panna,False
Papum Pare,Arunanchal Pradesh,27.2892269102111,93.59696599658852,430.0,Papum Pare,Arunanchal Pradesh,12.0,4.0,248.0,Papum Pare,False
Parbhani,Maharashtra,19.286343743944663,76.68269049879575,431.0,Parbhani,Maharashtra,27.0,17.0,513.0,Parbhani,False
Pashchim Champaran,Bihar,27.079857770643883,84.34102084748974,432.0,Pashchim Champaran,Bihar,10.0,1.0,203.0,Pashchim Champaran,False
Pashchim Medinipur,West Bengal,22.41506155153963,87.2670489230805,433.0,Pashchim Medinipur,West Bengal,19.0,18.0,344.0,Pashchim Medinipur,False
Pashchimi Singhbhum,Jharkhand,22.42020422898322,85.5195179538001,434.0,Pashchimi Singhbhum,Jharkhand,20.0,23.0,368.0,Pashchimi Singhbhum,False
Patan,Gujarat,23.769584420554818,71.75250932557587,435.0,Patan,Gujarat,24.0,3.0,470.0,Patan,False
Pathanamthitta,Kerala,9.284104645119,76.92895793922483,436.0,Pathanamthitta,Kerala,32.0,12.0,599.0,Pathanamthitta,False
Patiala,Punjab,30.282003763804635,76.35416898357691,437.0,Patiala,Punjab,3.0,14.0,48.0,Patiala,False
Patna,Bihar,25.456584281498905,85.22209444964851,438.0,Patna,Bihar,10.0,28.0,230.0,Patna,False
Perambalur,Tamil Nadu,11.273398882941931,78.89301341056515,439.0,Perambalur,Tamil Nadu,33.0,14.0,615.0,Perambalur,False
Peren,Nagaland,25.499741458511327,93.623557368978,440.0,Peren,Nagaland,13.0,11.0,271.0,Peren,False
Phek,Nagaland,25.66096067247234,94.52548687907596,441.0,Phek,Nagaland,13.0,6.0,266.0,Phek,False
Pilibhit,Uttar Pradesh,28.54221891665948,79.96171276576548,442.0,Pilibhit,Uttar Pradesh,9.0,20.0,151.0,Pilibhit,False
Pithoragarh,Uttarakhand,30.113424583659825,80.34780936447983,443.0,Pithoragarh,Uttarakhand,5.0,7.0,62.0,Pithoragarh,False
Porbandar,Gujarat,21.653711751507597,69.77794361206826,444.0,Porbandar,Gujarat,24.0,11.0,478.0,Porbandar,False
Prakasam,Andhra Pradesh,15.622056333535175,79.51578909913897,445.0,Prakasam,Andhra Pradesh,28.0,18.0,549.0,Prakasam,False
Pratapgarh,Rajasthan,24.03004538002808,74.68090860044562,446.0,Pratapgarh,Rajasthan,8.0,33.0,131.0,Pratapgarh,False
Pratapgarh,Uttar Pradesh,25.872738729695072,81.83151519935839,447.0,Pratapgarh,Uttar Pradesh,9.0,42.0,173.0,Pratapgarh,False
Pudukkottai,Tamil Nadu,10.358820951774506,78.88118923712902,448.0,Pudukkottai,Tamil Nadu,33.0,20.0,621.0,Pudukkottai,False
Pulwama,Jammu & Kashmir,33.933045575646574,75.03732256002563,449.0,Pulwama,Jammu & Kashmir,1.0,12.0,12.0,Pulwama,False
Punch,Jammu & Kashmir,33.70208430921119,74.19915286783967,450.0,Punch,Jammu & Kashmir,1.0,5.0,5.0,Punch,False
Pune,Maharashtra,18.571958559002308,74.06868605826122,451.0,Pune,Maharashtra,27.0,25.0,521.0,Pune,False
Purba Champaran,Bihar,26.618846549684307,84.92465322101609,452.0,Purba Champaran,Bihar,10.0,2.0,204.0,Purba Champaran,False
Purba Medinipur,West Bengal,22.02126304534368,87.77449010301791,453.0,Purba Medinipur,West Bengal,19.0,19.0,345.0,Purba Medinipur,False
Purbi Singhbhum,Jharkhand,22.582972711538424,86.45251023911969,454.0,Purbi Singhbhum,Jharkhand,20.0,12.0,357.0,Purbi Singhbhum,False
Puri,Odisha,19.876765938021297,85.72110283794973,455.0,Puri,Odisha,21.0,18.0,387.0,Puri,False
Purnia,Bihar,25.81638758246312,87.40722903568826,456.0,Purnia,Bihar,10.0,9.0,211.0,Purnia,False
Puruliya,West Bengal,23.277882396949973,86.41835252514461,457.0,Puruliya,West Bengal,19.0,14.0,340.0,Puruliya,False
Rae Bareli,Uttar Pradesh,26.229197747346788,81.23137819999486,458.0,Rae Bareli,Uttar Pradesh,9.0,27.0,158.0,Rae Bareli,False
Raichur,Karnataka,16.089794506892076,76.8932515792639,459.0,Raichur,Karnataka,29.0,5.0,559.0,Raichur,False
Raigarh,Chhattisgarh,22.08720857810564,83.30613244880563,460.0,Raigarh,Chhattisgarh,22.0,4.0,403.0,Raigarh,False
Raigarh,Maharashtra,18.518230569513143,73.21473750607714,461.0,Raigarh,Maharashtra,27.0,24.0,520.0,Raigarh,False
Raipur,Chhattisgarh,21.074473062281164,82.17380954907124,351.0,Mahasamund,Chhattisgarh,22.0,12.0,411.0,Mahasamund,False
Raisen,Madhya Pradesh,23.217501217870307,78.11851201397484,463.0,Raisen,Madhya Pradesh,23.0,29.0,446.0,Raisen,False
Rajouri,Jammu & Kashmir,33.310431387162176,74.39874734731548,464.0,Rajouri,Jammu & Kashmir,1.0,6.0,6.0,Rajouri,False
Rajgarh,Madhya Pradesh,23.86161501130195,76.73452167810404,465.0,Rajgarh,Madhya Pradesh,23.0,25.0,442.0,Rajgarh,False
Rajkot,Gujarat,22.26458876811077,70.77527578106357,466.0,Rajkot,Gujarat,24.0,9.0,476.0,Rajkot,False
Rajnandgaon,Chhattisgarh,21.04123256711383,80.81954204195648,467.0,Rajnandgaon,Chhattisgarh,22.0,9.0,408.0,Rajnandgaon,False
Rajsamand,Rajasthan,25.217326988370186,73.89249441996132,468.0,Rajsamand,Rajasthan,8.0,25.0,123.0,Rajsamand,False
Ramanagara,Karnataka,12.678846969663224,77.33642941016893,469.0,Ramanagara,Karnataka,29.0,30.0,584.0,Ramanagara,False
Ramanathapuram,Tamil Nadu,9.44029630989567,78.67334797537963,470.0,Ramanathapuram,Tamil Nadu,33.0,25.0,626.0,Ramanathapuram,False
Ramban,Jammu & Kashmir,33.32320336251573,75.18609323094137,471.0,Ramban,Jammu & Kashmir,1.0,17.0,17.0,Ramban,False
Ramgarh,Jharkhand,23.63085876311567,85.56052439199028,472.0,Ramgarh,Jharkhand,20.0,16.0,361.0,Ramgarh,False
Rampur,Uttar Pradesh,28.79591150504784,79.10550093640487,473.0,Rampur,Uttar Pradesh,9.0,5.0,136.0,Rampur,False
Ranchi,Jharkhand,23.331653712960826,85.37060084548212,474.0,Ranchi,Jharkhand,20.0,19.0,364.0,Ranchi,False
Rangareddy,Andhra Pradesh,17.288320869843687,78.17741528922036,475.0,Rangareddy,Andhra Pradesh,28.0,6.0,537.0,Rangareddy,False
Ratlam,Madhya Pradesh,23.50151079922832,75.09032287992277,476.0,Ratlam,Madhya Pradesh,23.0,17.0,434.0,Ratlam,False
Ratnagiri,Maharashtra,17.275116688014485,73.4566438424336,477.0,Ratnagiri,Maharashtra,27.0,32.0,528.0,Ratnagiri,False
Rayagada,Odisha,19.362677884258627,83.51386434808104,478.0,Rayagada,Odisha,21.0,27.0,396.0,Rayagada,False
Reasi,Jammu & Kashmir,33.2078344187655,74.82229212267634,479.0,Reasi,Jammu & Kashmir,1.0,20.0,20.0,Reasi,False
Rewa,Madhya Pradesh,24.75555441444257,81.5895985605143,480.0,Rewa,Madhya Pradesh,23.0,13.0,430.0,Rewa,False
Rewari,Haryana,28.23593126337201,76.54329981835691,481.0,Rewari,Haryana,6.0,17.0,85.0,Rewari,False
Ri Bhoi,Meghalaya,25.870592951016107,91.89101503215772,482.0,Ri Bhoi,Meghalaya,17.0,5.0,297.0,Ri Bhoi,False
Rohtak,Haryana,28.91465687308333,76.52914371086929,483.0,Rohtak,Haryana,6.0,14.0,82.0,Rohtak,False
Rohtas,Bihar,24.97999280546966,84.02792009475542,484.0,Rohtas,Bihar,10.0,32.0,234.0,Rohtas,False
Rudraprayag,Uttarakhand,30.530589704496453,79.05896475726026,485.0,Rudraprayag,Uttarakhand,5.0,3.0,58.0,Rudraprayag,False
Rupnagar,Punjab,31.05982238130725,76.48638007337118,486.0,Rupnagar,Punjab,3.0,17.0,51.0,Rupnagar,False
Sabar Kantha,Gujarat,23.660413723543726,73.16358183243692,487.0,Sabar Kantha,Gujarat,24.0,5.0,472.0,Sabar Kantha,False
Sagar,Madhya Pradesh,23.849157268798123,78.75855222136799,488.0,Sagar,Madhya Pradesh,23.0,10.0,427.0,Sagar,False
Saharanpur,Uttar Pradesh,29.950183887795166,77.54783104233367,489.0,Saharanpur,Uttar Pradesh,9.0,1.0,132.0,Saharanpur,False
Saharsa,Bihar,25.81674142907687,86.58974708773215,490.0,Saharsa,Bihar,10.0,12.0,214.0,Saharsa,False
Sahibganj,Jharkhand,25.008337346515063,87.67951448272927,491.0,Sahibganj,Jharkhand,20.0,7.0,352.0,Sahibganj,False
Sahibzada Ajit Singh Nagar,Punjab,30.68122019866172,76.73766720216405,492.0,Sahibzada Ajit Singh Nagar,Punjab,3.0,18.0,52.0,Sahibzada Ajit Singh Nagar,False
Saiha,Mizoram,22.377151190826982,93.01221123847638,493.0,Saiha,Mizoram,15.0,8.0,288.0,Saiha,False
Salem,Tamil Nadu,11.674164304344565,78.22209430256984,494.0,Salem,Tamil Nadu,33.0,7.0,608.0,Salem,False
Samastipur,Bihar,25.77716145668124,85.9036909789526,495.0,Samastipur,Bihar,10.0,19.0,221.0,Samastipur,False
Samba,Jammu & Kashmir,32.575330828867855,75.10931369385263,496.0,Samba,Jammu & Kashmir,1.0,22.0,22.0,Samba,False
Sambalpur,Odisha,21.452753678067737,84.28097252169219,497.0,Sambalpur,Odisha,21.0,3.0,372.0,Sambalpur,False
Sangli,Maharashtra,17.112247302854797,74.76990605662759,498.0,Sangli,Maharashtra,27.0,35.0,531.0,Sangli,False
Sangrur,Punjab,30.214402744332507,75.8685885380225,499.0,Sangrur,Punjab,3.0,19.0,53.0,Sangrur,False
Sant Kabir Nagar,Uttar Pradesh,26.790586507915997,83.03482153503893,500.0,Sant Kabir Nagar,Uttar Pradesh,9.0,55.0,186.0,Sant Kabir Nagar,False
Sant Ravi Das Nagar(bhadohi),Uttar Pradesh,25.348148531216037,82.4642288720746,501.0,Sant Ravi Das Nagar(bhadohi),Uttar Pradesh,9.0,67.0,198.0,Sant Ravi Das Nagar(bhadohi),False
Saraikela-kharsawan,Jharkhand,22.84518941075869,85.95156147460781,502.0,Saraikela-kharsawan,Jharkhand,20.0,24.0,369.0,Saraikela-kharsawan,False
Saran (chhapra),Bihar,25.904866537438924,84.82525027514029,503.0,Saran (chhapra),Bihar,10.0,17.0,219.0,Saran (chhapra),False
Satara,Maharashtra,17.669098012528476,74.17380421264511,504.0,Satara,Maharashtra,27.0,31.0,527.0,Satara,False
Satna,Madhya Pradesh,24.533661148091547,80.83323394523627,505.0,Satna,Madhya Pradesh,23.0,12.0,429.0,Satna,False
Sehore,Madhya Pradesh,22.991794607179727,77.12846437981071,506.0,Sehore,Madhya Pradesh,23.0,28.0,445.0,Sehore,False
Senapati,Manipur,25.197283490135582,94.04029546800376,507.0,Senapati,Manipur,14.0,1.0,272.0,Senapati,False
Seoni,Madhya Pradesh,22.316774047171517,79.69042424178012,508.0,Seoni,Madhya Pradesh,23.0,39.0,456.0,Seoni,False
Serchhip,Mizoram,23.26612355794472,92.9591567184276,509.0,Serchhip,Mizoram,15.0,5.0,285.0,Serchhip,False
Shahdol,Madhya Pradesh,23.630116550262432,81.47254108517534,510.0,Shahdol,Madhya Pradesh,23.0,43.0,460.0,Shahdol,False
Shahid Bhagat Singh Nagar,Punjab,31.1092143139934,76.15589893911441,511.0,Shahid Bhagat Singh Nagar,Punjab,3.0,5.0,39.0,Shahid Bhagat Singh Nagar,False
Shahjahanpur,Uttar Pradesh,27.976366812659325,79.84527066115226,512.0,Shahjahanpur,Uttar Pradesh,9.0,21.0,152.0,Shahjahanpur,False
Shajapur,Madhya Pradesh,23.58048796550548,76.34524915295981,513.0,Shajapur,Madhya Pradesh,23.0,19.0,436.0,Shajapur,False
Sheikhpura,Bihar,25.13199908632439,85.82891512344676,514.0,Sheikhpura,Bihar,10.0,26.0,228.0,Sheikhpura,False
Sheohar,Bihar,26.52708452460792,85.2899398957037,515.0,Sheohar,Bihar,10.0,3.0,205.0,Sheohar,False
Sheopur,Madhya Pradesh,25.75307536826534,77.01067170795727,516.0,Sheopur,Madhya Pradesh,23.0,1.0,418.0,Sheopur,False
Shimla,Himachal Pradesh,31.19760872798402,77.63257224599793,517.0,Shimla,Himachal Pradesh,2.0,11.0,33.0,Shimla,False
Shimoga,Karnataka,14.043966578081516,75.22058944631068,518.0,Shimoga,Karnataka,29.0,14.0,568.0,Shimoga,False
Shivpuri,Madhya Pradesh,25.363490773989525,77.81241758841821,519.0,Shivpuri,Madhya Pradesh,23.0,6.0,423.0,Shivpuri,False
Shrawasti,Uttar Pradesh,27.65506859411303,81.88399576420385,520.0,Shrawasti,Uttar Pradesh,9.0,50.0,181.0,Shrawasti,False
Shupiyan,Jammu & Kashmir,33.73070603278881,74.81871329916311,521.0,Shupiyan,Jammu & Kashmir,1.0,13.0,13.0,Shupiyan,False
Sivasagar,Assam,27.007441747887167,94.82009681097624,522.0,Sivasagar,Assam,18.0,12.0,311.0,Sivasagar,False
Siddharth Nagar,Uttar Pradesh,27.274216538604797,82.87346510786737,523.0,Siddharth Nagar,Uttar Pradesh,9.0,53.0,184.0,Siddharth Nagar,False
Sidhi,Madhya Pradesh,24.220342218789245,81.83533712447758,524.0,Sidhi,Madhya Pradesh,23.0,45.0,462.0,Sidhi,False
Sikar,Rajasthan,27.63729906718914,75.28738159556336,525.0,Sikar,Rajasthan,8.0,13.0,111.0,Sikar,False
Simdega,Jharkhand,22.58019322488593,84.56640958202723,526.0,Simdega,Jharkhand,20.0,22.0,367.0,Simdega,False
Sindhudurg,Maharashtra,16.134809164326814,73.73974706978734,527.0,Sindhudurg,Maharashtra,27.0,33.0,529.0,Sindhudurg,False
Singrauli,Madhya Pradesh,24.2172481111239,82.42080247963035,528.0,Singrauli,Madhya Pradesh,23.0,46.0,463.0,Singrauli,False
Sirmaur,Himachal Pradesh,30.66785299800797,77.43087515456031,529.0,Sirmaur,Himachal Pradesh,2.0,10.0,32.0,Sirmaur,False
Sirohi,Rajasthan,24.759467835170664,72.7744025297636,530.0,Sirohi,Rajasthan,8.0,19.0,117.0,Sirohi,False
Sirsa,Haryana,29.615285582407346,74.90134906399189,531.0,Sirsa,Haryana,6.0,11.0,79.0,Sirsa,False
Sitamarhi,Bihar,26.57625846541692,85.53970653169847,532.0,Sitamarhi,Bihar,10.0,4.0,206.0,Sitamarhi,False
Sitapur,Uttar Pradesh,27.518092512747973,80.85734560539035,533.0,Sitapur,Uttar Pradesh,9.0,23.0,154.0,Sitapur,False
Sivaganga,Tamil Nadu,9.915253530126243,78.59867147886077,534.0,Sivaganga,Tamil Nadu,33.0,21.0,622.0,Sivaganga,False
Siwan,Bihar,26.16088199783797,84.38956193734646,535.0,Siwan,Bihar,10.0,16.0,218.0,Siwan,False
Solan,Himachal Pradesh,31.04317230499021,76.90946286391518,536.0,Solan,Himachal Pradesh,2.0,9.0,31.0,Solan,False
Solapur,Maharashtra,17.790614721492272,75.4827731685244,537.0,Solapur,Maharashtra,27.0,30.0,526.0,Solapur,False
Subarnapur,Odisha,20.93171165235164,83.82488875431314,538.0,Subarnapur,Odisha,21.0,23.0,392.0,Subarnapur,False
Sonbhadra,Uttar Pradesh,24.402903483049386,83.05350177673091,539.0,Sonbhadra,Uttar Pradesh,9.0,69.0,200.0,Sonbhadra,False
Sonipat,Haryana,29.06190014111641,76.87938534096541,540.0,Sonipat,Haryana,6.0,8.0,76.0,Sonipat,False
Sonitpur,Assam,26.78255473565425,92.93937026540496,541.0,Sonitpur,Assam,18.0,7.0,306.0,Sonitpur,False
South,NCT of Delhi,28.501394654787447,77.22739802394968,542.0,South,NCT of Delhi,7.0,9.0,98.0,South,False
South,Sikkim,27.286954455475488,88.38784900610771,543.0,South,Sikkim,11.0,3.0,243.0,South,False
South 24 Parganas,West Bengal,22.116716025444823,88.4169690128461,544.0,South 24 Parganas,West Bengal,19.0,17.0,343.0,South 24 Parganas,False
South Garo Hills,Meghalaya,25.30171580566696,90.58528773934512,545.0,South Garo Hills,Meghalaya,17.0,3.0,295.0,South Garo Hills,False
South Goa,Goa,15.196495525771583,74.11843386642978,546.0,South Goa,Goa,30.0,2.0,586.0,South Goa,False
South Tripura,Tripura,23.3688983011342,91.60955038923812,547.0,South Tripura,Tripura,16.0,2.0,290.0,South Tripura,False
South West,NCT of Delhi,28.572397908606263,77.02735929651321,548.0,South West,NCT of Delhi,7.0,8.0,97.0,South West,False
Srikakulam,Andhra Pradesh,18.57901874796106,83.988365181763,549.0,Srikakulam,Andhra Pradesh,28.0,11.0,542.0,Srikakulam,False
Srinagar,Jammu & Kashmir,34.17588414660437,74.91471404056583,550.0,Srinagar,Jammu & Kashmir,1.0,10.0,10.0,Srinagar,False
Sultanpur,Uttar Pradesh,26.27517287261373,82.01996051702405,551.0,Sultanpur,Uttar Pradesh,9.0,48.0,179.0,Sultanpur,False
Sundargarh,Odisha,22.08020891489643,84.51040697597435,497.0,Sambalpur,Odisha,21.0,3.0,372.0,Sambalpur,False
Supaul,Bihar,26.24788304800902,86.80015810008584,553.0,Supaul,Bihar,10.0,6.0,208.0,Supaul,False
Surat,Gujarat,21.266201084189262,73.07204845171886,554.0,Surat,Gujarat,24.0,25.0,492.0,Surat,False
Surendranagar,Gujarat,22.799202778538675,71.5402310164304,555.0,Surendranagar,Gujarat,24.0,8.0,475.0,Surendranagar,False
Surguja,Chhattisgarh,23.35912247603995,83.21946184685186,556.0,Surguja,Chhattisgarh,22.0,2.0,401.0,Surguja,False
Tamenglong,Manipur,24.947913230826508,93.52744919022145,557.0,Tamenglong,Manipur,14.0,2.0,273.0,Tamenglong,False
Tarn Taran,Punjab,31.337537620568064,74.84468349133215,558.0,Tarn Taran,Punjab,3.0,16.0,50.0,Tarn Taran,False
Tawang,Arunanchal Pradesh,27.661985006293225,91.95363292857172,559.0,Tawang,Arunanchal Pradesh,12.0,1.0,245.0,Tawang,False
Tehri Garhwal,Uttarakhand,30.437834904180736,78.53715426087815,560.0,Tehri Garhwal,Uttarakhand,5.0,4.0,59.0,Tehri Garhwal,False
Thane,Maharashtra,19.599898839635923,73.15074470676555,561.0,Thane,Maharashtra,27.0,21.0,517.0,Thane,False
Thanjavur,Tamil Nadu,10.671817103896965,79.24131275543154,562.0,Thanjavur,Tamil Nadu,33.0,19.0,620.0,Thanjavur,False
The Dangs,Gujarat,20.80447847807105,73.70129234627201,563.0,The Dangs,Gujarat,24.0,22.0,489.0,The Dangs,False
The Nilgiris,Tamil Nadu,11.455958240839385,76.64186513324944,564.0,The Nilgiris,Tamil Nadu,33.0,10.0,611.0,The Nilgiris,False
Theni,Tamil Nadu,9.890375170016856,77.43938500560016,565.0,Theni,Tamil Nadu,33.0,23.0,624.0,Theni,False
Thiruvallur,Tamil Nadu,13.24317784873116,79.94001747838598,566.0,Thiruvallur,Tamil Nadu,33.0,1.0,602.0,Thiruvallur,False
Thiruvananthapuram,Kerala,8.608524364987337,77.01498218960208,567.0,Thiruvananthapuram,Kerala,32.0,14.0,601.0,Thiruvananthapuram,False
Thiruvarur,Tamil Nadu,10.680041323131125,79.53599036015586,568.0,Thiruvarur,Tamil Nadu,33.0,18.0,619.0,Thiruvarur,False
Thoothukkudi,Tamil Nadu,8.891117776153946,78.00445415880394,569.0,Thoothukkudi,Tamil Nadu,33.0,26.0,627.0,Thoothukkudi,False
Thoubal,Manipur,24.530978826029337,93.97164968704558,570.0,Thoubal,Manipur,14.0,5.0,276.0,Thoubal,False
Thrissur,Kerala,10.471286837705488,76.3161167652323,571.0,Thrissur,Kerala,32.0,7.0,594.0,Thrissur,False
Tikamgarh,Madhya Pradesh,24.98898570744805,78.9465039273294,572.0,Tikamgarh,Madhya Pradesh,23.0,7.0,424.0,Tikamgarh,False
Tinsukia,Assam,27.579101840312667,95.62652296736604,573.0,Tinsukia,Assam,18.0,10.0,309.0,Tinsukia,False
Tirap,Arunanchal Pradesh,26.947384725769,95.4410010739774,574.0,Tirap,Arunanchal Pradesh,12.0,10.0,254.0,Tirap,False
Tiruchirappalli,Tamil Nadu,10.889245200801502,78.57048871181497,575.0,Tiruchirappalli,Tamil Nadu,33.0,13.0,614.0,Tiruchirappalli,False
Tirunelveli,Tamil Nadu,8.799094273323956,77.54190031680182,576.0,Tirunelveli,Tamil Nadu,33.0,27.0,628.0,Tirunelveli,False
Tiruppur,Tamil Nadu,10.83845340659069,77.40544881195758,577.0,Tiruppur,Tamil Nadu,33.0,32.0,633.0,Tiruppur,False
Tiruvannamalai,Tamil Nadu,12.431333957355442,79.1678217861826,578.0,Tiruvannamalai,Tamil Nadu,33.0,5.0,606.0,Tiruvannamalai,False
Tonk,Rajasthan,26.14638089229708,75.67180863550215,579.0,Tonk,Rajasthan,8.0,22.0,120.0,Tonk,False
Tuensang,Nagaland,26.20044521883849,94.9057240555982,580.0,Tuensang,Nagaland,13.0,7.0,267.0,Tuensang,False
Tumkur,Karnataka,13.521044583916115,76.94783180504952,581.0,Tumkur,Karnataka,29.0,17.0,571.0,Tumkur,False
Udaipur,Rajasthan,24.40851575770592,73.70626011695386,582.0,Udaipur,Rajasthan,8.0,32.0,130.0,Udaipur,False
Udalguri,Assam,26.73018619396968,92.03729823875612,583.0,Udalguri,Assam,18.0,27.0,326.0,Udalguri,False
Udhampur,Jammu & Kashmir,32.89427563353896,75.32754558121064,584.0,Udhampur,Jammu & Kashmir,1.0,19.0,19.0,Udhampur,False
Udham Singh Nagar,Uttarakhand,29.02776115632774,79.52303220817136,585.0,Udham Singh Nagar,Uttarakhand,5.0,12.0,67.0,Udham Singh Nagar,False
Udupi,Karnataka,13.46706218512078,74.88342538427055,586.0,Udupi,Karnataka,29.0,15.0,569.0,Udupi,False
Ujjain,Madhya Pradesh,23.332079080240906,75.668444930473,587.0,Ujjain,Madhya Pradesh,23.0,18.0,435.0,Ujjain,False
Ukhrul,Manipur,25.021053973199805,94.4340644643966,588.0,Ukhrul,Manipur,14.0,8.0,279.0,Ukhrul,False
Umaria,Madhya Pradesh,23.56488687018652,80.97191148960069,589.0,Umaria,Madhya Pradesh,23.0,14.0,431.0,Umaria,False
Una,Himachal Pradesh,31.580955138947143,76.20997784559887,590.0,Una,Himachal Pradesh,2.0,7.0,29.0,Una,False
Unnao,Uttar Pradesh,26.60977194731183,80.55909307091727,591.0,Unnao,Uttar Pradesh,9.0,25.0,156.0,Unnao,False
Upper Siang,Arunanchal Pradesh,28.8345055426473,94.91760988299148,592.0,Upper Siang,Arunanchal Pradesh,12.0,8.0,252.0,Upper Siang,False
Upper Subansiri,Arunanchal Pradesh,28.290724529345532,93.93623703511244,593.0,Upper Subansiri,Arunanchal Pradesh,12.0,5.0,249.0,Upper Subansiri,False
Uttar Dinajpur,West Bengal,25.882191589478044,88.15831739393371,,,,,,,,False
Uttara Kannada,Karnataka,14.794944374838716,74.62287137039675,595.0,Uttara Kannada,Karnataka,29.0,9.0,563.0,Uttara Kannada,False
Uttarkashi,Uttarakhand,30.97361118042324,78.60411389828127,596.0,Uttarkashi,Uttarakhand,5.0,1.0,56.0,Uttarkashi,False
Vadodara,Gujarat,22.23349598831473,73.53191867627282,597.0,Vadodara,Gujarat,24.0,19.0,486.0,Vadodara,False
Vaishali,Bihar,25.762522042655338,85.36997251852209,598.0,Vaishali,Bihar,10.0,18.0,220.0,Vaishali,False
Valsad,Gujarat,20.418717330496563,73.11471059105378,599.0,Valsad,Gujarat,24.0,24.0,491.0,Valsad,False
Varanasi,Uttar Pradesh,25.38816128735172,82.91759423418824,600.0,Varanasi,Uttar Pradesh,9.0,66.0,197.0,Varanasi,False
Vellore,Tamil Nadu,12.812516513801286,79.0105701471062,601.0,Vellore,Tamil Nadu,33.0,4.0,605.0,Vellore,False
Vidisha,Madhya Pradesh,23.893317232689608,77.81321838001777,602.0,Vidisha,Madhya Pradesh,23.0,26.0,443.0,Vidisha,False
Viluppuram,Tamil Nadu,11.973722556631715,79.2923012123551,603.0,Viluppuram,Tamil Nadu,33.0,6.0,607.0,Viluppuram,False
